"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE32 Central Norrland","1 central government","141 Primary and secondary schools and adult education managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","142 Preschool managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","142 Preschool managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","149 Education managers not elsewhere classified","men",0,0,0,0
"SE32 Central Norrland","1 central government","149 Education managers not elsewhere classified","women",0,0,0,0
"SE32 Central Norrland","1 central government","151 Health care managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","151 Health care managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","152 Managers in social and curative care","men",0,0,0,10
"SE32 Central Norrland","1 central government","152 Managers in social and curative care","women",0,10,10,0
"SE32 Central Norrland","1 central government","153 Elderly care managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","153 Elderly care managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","154 Managers and leaders within religious bodies","men",0,0,0,0
"SE32 Central Norrland","1 central government","154 Managers and leaders within religious bodies","women",0,0,0,0
"SE32 Central Norrland","1 central government","159 Other social services managers","men",130,170,150,140
"SE32 Central Norrland","1 central government","159 Other social services managers","women",100,90,110,110
"SE32 Central Norrland","1 central government","161 Financial and insurance managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","161 Financial and insurance managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","171 Hotel and conference managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","171 Hotel and conference managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","172 Restaurant managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","172 Restaurant managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","173 Retail and wholesale trade managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","173 Retail and wholesale trade managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","174 Sports, leisure and wellness managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","174 Sports, leisure and wellness managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","179 Other services managers not elsewhere classified","men",0,0,0,0
"SE32 Central Norrland","1 central government","179 Other services managers not elsewhere classified","women",0,0,0,0
"SE32 Central Norrland","1 central government","211 Physicists and chemists","men",10,10,10,20
"SE32 Central Norrland","1 central government","211 Physicists and chemists","women",0,10,10,10
"SE32 Central Norrland","1 central government","212 Mathematicians, actuaries and statisticians","men",10,10,20,20
"SE32 Central Norrland","1 central government","212 Mathematicians, actuaries and statisticians","women",10,10,20,30
"SE32 Central Norrland","1 central government","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",50,50,60,70
"SE32 Central Norrland","1 central government","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",40,30,30,50
"SE32 Central Norrland","1 central government","214 Engineering professionals","men",80,90,100,100
"SE32 Central Norrland","1 central government","214 Engineering professionals","women",10,10,20,20
"SE32 Central Norrland","1 central government","216 Architects and surveyors","men",20,20,20,20
"SE32 Central Norrland","1 central government","216 Architects and surveyors","women",20,10,10,10
"SE32 Central Norrland","1 central government","217 Designers","men",0,0,0,0
"SE32 Central Norrland","1 central government","217 Designers","women",0,0,0,0
"SE32 Central Norrland","1 central government","218 Specialists within environmental and health protection","men",10,10,10,10
"SE32 Central Norrland","1 central government","218 Specialists within environmental and health protection","women",10,30,30,40
"SE32 Central Norrland","1 central government","221 Medical doctors","men",0,0,0,0
"SE32 Central Norrland","1 central government","221 Medical doctors","women",0,0,0,0
"SE32 Central Norrland","1 central government","222 Nursing professionals","men",0,0,0,0
"SE32 Central Norrland","1 central government","222 Nursing professionals","women",0,0,0,0
"SE32 Central Norrland","1 central government","223 Nursing professionals (cont.)","men",0,0,0,0
"SE32 Central Norrland","1 central government","223 Nursing professionals (cont.)","women",10,10,10,10
"SE32 Central Norrland","1 central government","224 Psychologists and psychotherapists","men",10,0,0,0
"SE32 Central Norrland","1 central government","224 Psychologists and psychotherapists","women",10,10,10,20
"SE32 Central Norrland","1 central government","225 Veterinarians","men",0,0,0,0
"SE32 Central Norrland","1 central government","225 Veterinarians","women",0,10,10,10
"SE32 Central Norrland","1 central government","226 Dentists","men",0,0,0,0
"SE32 Central Norrland","1 central government","226 Dentists","women",0,0,0,0
"SE32 Central Norrland","1 central government","227 Naprapaths, physiotherapists, occupational therapists","men",0,0,0,0
"SE32 Central Norrland","1 central government","227 Naprapaths, physiotherapists, occupational therapists","women",10,10,10,10
"SE32 Central Norrland","1 central government","228 Specialists in health care not elsewhere classified","men",0,0,0,0
"SE32 Central Norrland","1 central government","228 Specialists in health care not elsewhere classified","women",0,0,0,0
"SE32 Central Norrland","1 central government","231 University and higher education teachers","men",340,320,320,320
"SE32 Central Norrland","1 central government","231 University and higher education teachers","women",300,300,310,310
"SE32 Central Norrland","1 central government","232 Vocational education teachers","men",0,0,0,0
"SE32 Central Norrland","1 central government","232 Vocational education teachers","women",0,0,0,0
"SE32 Central Norrland","1 central government","233 Secondary education teachers","men",0,0,0,0
"SE32 Central Norrland","1 central government","233 Secondary education teachers","women",0,0,0,0
"SE32 Central Norrland","1 central government","234 Primary- and pre-school teachers ","men",0,0,0,0
"SE32 Central Norrland","1 central government","234 Primary- and pre-school teachers ","women",0,0,0,0
"SE32 Central Norrland","1 central government","235 Teaching professionals not elsewhere classified","men",70,60,70,70
"SE32 Central Norrland","1 central government","235 Teaching professionals not elsewhere classified","women",70,70,80,90
"SE32 Central Norrland","1 central government","241 Accountants, financial analysts and fund managers","men",40,60,50,60
"SE32 Central Norrland","1 central government","241 Accountants, financial analysts and fund managers","women",100,130,130,130
"SE32 Central Norrland","1 central government","242 Organisation analysts, policy administrators and human resource specialists","men",390,400,430,420
"SE32 Central Norrland","1 central government","242 Organisation analysts, policy administrators and human resource specialists","women",890,890,900,930
"SE32 Central Norrland","1 central government","243 Marketing and public relations professionals","men",30,30,30,30
"SE32 Central Norrland","1 central government","243 Marketing and public relations professionals","women",80,80,80,90
"SE32 Central Norrland","1 central government","251 ICT architects, systems analysts and test managers","men",650,670,660,670
"SE32 Central Norrland","1 central government","251 ICT architects, systems analysts and test managers","women",300,340,330,340
"SE32 Central Norrland","1 central government","261 Legal professionals","men",110,110,100,100
"SE32 Central Norrland","1 central government","261 Legal professionals","women",190,200,200,190
"SE32 Central Norrland","1 central government","262 Museum curators and librarians and related professionals","men",40,40,40,40
"SE32 Central Norrland","1 central government","262 Museum curators and librarians and related professionals","women",60,60,80,70
"SE32 Central Norrland","1 central government","264 Authors, journalists and linguists","men",0,0,0,0
"SE32 Central Norrland","1 central government","264 Authors, journalists and linguists","women",0,0,0,0
"SE32 Central Norrland","1 central government","265 Creative and performing artists","men",0,0,0,0
"SE32 Central Norrland","1 central government","265 Creative and performing artists","women",0,0,0,0
"SE32 Central Norrland","1 central government","266 Social work and counselling professionals","men",10,10,10,10
"SE32 Central Norrland","1 central government","266 Social work and counselling professionals","women",40,40,40,30
"SE32 Central Norrland","1 central government","267 Religious professionals and deacons","men",0,0,0,0
"SE32 Central Norrland","1 central government","267 Religious professionals and deacons","women",0,0,0,0
"SE32 Central Norrland","1 central government","311 Physical and engineering science technicians","men",40,40,40,50
"SE32 Central Norrland","1 central government","311 Physical and engineering science technicians","women",10,10,10,20
"SE32 Central Norrland","1 central government","312 Construction and manufacturing supervisors","men",0,0,0,0
"SE32 Central Norrland","1 central government","312 Construction and manufacturing supervisors","women",0,0,0,0
"SE32 Central Norrland","1 central government","315 Ship and aircraft controllers and technicians","men",20,20,20,30
"SE32 Central Norrland","1 central government","315 Ship and aircraft controllers and technicians","women",10,10,10,10
"SE32 Central Norrland","1 central government","321 Medical and pharmaceutical technicians","men",10,10,10,20
"SE32 Central Norrland","1 central government","321 Medical and pharmaceutical technicians","women",10,10,10,10
"SE32 Central Norrland","1 central government","323 Complementary medicine therapists and associate professionals","men",0,0,0,0
"SE32 Central Norrland","1 central government","323 Complementary medicine therapists and associate professionals","women",0,0,0,0
"SE32 Central Norrland","1 central government","324 Veterinary assistants","men",0,0,0,0
"SE32 Central Norrland","1 central government","324 Veterinary assistants","women",0,10,0,10
"SE32 Central Norrland","1 central government","325 Dental hygienists","men",0,0,0,0
"SE32 Central Norrland","1 central government","325 Dental hygienists","women",0,0,0,0
"SE32 Central Norrland","1 central government","331 Financial and accounting associate professionals","men",10,10,10,10
"SE32 Central Norrland","1 central government","331 Financial and accounting associate professionals","women",100,90,90,90
"SE32 Central Norrland","1 central government","332 Insurance advisers, sales and purchasing agents","men",20,20,20,30
"SE32 Central Norrland","1 central government","332 Insurance advisers, sales and purchasing agents","women",10,10,20,20
"SE32 Central Norrland","1 central government","333 Business services agents","men",150,140,140,130
"SE32 Central Norrland","1 central government","333 Business services agents","women",320,330,310,300
"SE32 Central Norrland","1 central government","334 Administrative and specialized secretaries","men",10,10,10,10
"SE32 Central Norrland","1 central government","334 Administrative and specialized secretaries","women",90,90,100,100
"SE32 Central Norrland","1 central government","335 Tax and related government associate professionals","men",520,420,470,450
"SE32 Central Norrland","1 central government","335 Tax and related government associate professionals","women",1200,1100,1100,1100
"SE32 Central Norrland","1 central government","336 Police officers ","men",360,330,330,340
"SE32 Central Norrland","1 central government","336 Police officers ","women",170,160,170,190
"SE32 Central Norrland","1 central government","341 Social work and religious associate professionals","men",60,50,30,30
"SE32 Central Norrland","1 central government","341 Social work and religious associate professionals","women",40,40,20,20
"SE32 Central Norrland","1 central government","342 Athletes, fitness instructors and recreational workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","342 Athletes, fitness instructors and recreational workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","343 Photographers, interior decorators and entertainers","men",0,0,0,0
"SE32 Central Norrland","1 central government","343 Photographers, interior decorators and entertainers","women",0,0,0,0
"SE32 Central Norrland","1 central government","344 Driving instructors and other instructors","men",0,0,0,0
"SE32 Central Norrland","1 central government","344 Driving instructors and other instructors","women",0,0,0,0
"SE32 Central Norrland","1 central government","345 Culinary associate professionals","men",0,0,0,0
"SE32 Central Norrland","1 central government","345 Culinary associate professionals","women",0,0,0,0
"SE32 Central Norrland","1 central government","351 ICT operations and user support technicians","men",90,80,100,100
"SE32 Central Norrland","1 central government","351 ICT operations and user support technicians","women",70,20,30,20
"SE32 Central Norrland","1 central government","352 Broadcasting and audio-visual technicians","men",10,10,0,0
"SE32 Central Norrland","1 central government","352 Broadcasting and audio-visual technicians","women",20,10,0,0
"SE32 Central Norrland","1 central government","411 Office assistants and other secretaries","men",80,70,40,30
"SE32 Central Norrland","1 central government","411 Office assistants and other secretaries","women",290,260,220,200
"SE32 Central Norrland","1 central government","421 Croupiers, debt collectors and related workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","421 Croupiers, debt collectors and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","422 Client information clerks","men",20,80,80,80
"SE32 Central Norrland","1 central government","422 Client information clerks","women",90,270,260,260
"SE32 Central Norrland","1 central government","432 Stores and transport clerks","men",30,30,30,30
"SE32 Central Norrland","1 central government","432 Stores and transport clerks","women",10,20,20,20
"SE32 Central Norrland","1 central government","441 Library and filing clerks","men",50,30,30,30
"SE32 Central Norrland","1 central government","441 Library and filing clerks","women",70,30,40,40
"SE32 Central Norrland","1 central government","442 Postmen and postal facility workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","442 Postmen and postal facility workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","443 Elected representatives","men",0,0,0,0
"SE32 Central Norrland","1 central government","443 Elected representatives","women",0,0,0,0
"SE32 Central Norrland","1 central government","511 Cabin crew, guides and related workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","511 Cabin crew, guides and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","512 Cooks and cold-buffet managers","men",0,0,0,0
"SE32 Central Norrland","1 central government","512 Cooks and cold-buffet managers","women",0,0,0,0
"SE32 Central Norrland","1 central government","513 Waiters and bartenders","men",0,0,0,0
"SE32 Central Norrland","1 central government","513 Waiters and bartenders","women",0,0,0,0
"SE32 Central Norrland","1 central government","514 Hairdressers, beauty and body therapists","men",0,0,0,0
"SE32 Central Norrland","1 central government","514 Hairdressers, beauty and body therapists","women",0,0,0,0
"SE32 Central Norrland","1 central government","515 Building caretakers and related workers","men",10,10,10,10
"SE32 Central Norrland","1 central government","515 Building caretakers and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","516 Other service related workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","516 Other service related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","522 Shop staff","men",0,0,0,0
"SE32 Central Norrland","1 central government","522 Shop staff","women",0,0,0,0
"SE32 Central Norrland","1 central government","523 Cashiers and related clerks","men",0,0,0,0
"SE32 Central Norrland","1 central government","523 Cashiers and related clerks","women",0,0,0,0
"SE32 Central Norrland","1 central government","524 Event seller and telemarketers","men",0,0,0,0
"SE32 Central Norrland","1 central government","524 Event seller and telemarketers","women",0,0,0,0
"SE32 Central Norrland","1 central government","531 Child care workers and teachers aides","men",0,0,0,0
"SE32 Central Norrland","1 central government","531 Child care workers and teachers aides","women",0,0,0,0
"SE32 Central Norrland","1 central government","532 Personal care workers in health services","men",0,0,0,0
"SE32 Central Norrland","1 central government","532 Personal care workers in health services","women",0,0,0,0
"SE32 Central Norrland","1 central government","533 Health care assistants","men",0,0,0,0
"SE32 Central Norrland","1 central government","533 Health care assistants","women",0,0,0,0
"SE32 Central Norrland","1 central government","534 Attendants, personal assistants and related workers","men",10,10,10,10
"SE32 Central Norrland","1 central government","534 Attendants, personal assistants and related workers","women",0,20,10,10
"SE32 Central Norrland","1 central government","535 Dental nurses","men",0,0,0,0
"SE32 Central Norrland","1 central government","535 Dental nurses","women",0,0,0,0
"SE32 Central Norrland","1 central government","541 Other surveillance and security workers","men",180,190,190,200
"SE32 Central Norrland","1 central government","541 Other surveillance and security workers","women",90,80,90,90
"SE32 Central Norrland","1 central government","611 Market gardeners and crop growers","men",0,0,0,0
"SE32 Central Norrland","1 central government","611 Market gardeners and crop growers","women",0,0,0,0
"SE32 Central Norrland","1 central government","612 Animal breeders and keepers","men",0,0,0,0
"SE32 Central Norrland","1 central government","612 Animal breeders and keepers","women",10,0,0,0
"SE32 Central Norrland","1 central government","613 Mixed crop and animal breeders","men",0,0,0,0
"SE32 Central Norrland","1 central government","613 Mixed crop and animal breeders","women",0,0,0,0
"SE32 Central Norrland","1 central government","621 Forestry and related workers","men",30,30,30,30
"SE32 Central Norrland","1 central government","621 Forestry and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","622 Aquaculture and fishery workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","622 Aquaculture and fishery workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","711 Carpenters, bricklayers and construction workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","711 Carpenters, bricklayers and construction workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","712 Roofers, floor layers, plumbers and pipefitters","men",0,0,0,0
"SE32 Central Norrland","1 central government","712 Roofers, floor layers, plumbers and pipefitters","women",0,0,0,0
"SE32 Central Norrland","1 central government","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","721 Sheet and structural metal workers, moulders and welders, and related workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","721 Sheet and structural metal workers, moulders and welders, and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","722 Blacksmiths, toolmakers and related trades workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","722 Blacksmiths, toolmakers and related trades workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","723 Machinery mechanics and fitters","men",10,10,10,10
"SE32 Central Norrland","1 central government","723 Machinery mechanics and fitters","women",0,0,0,0
"SE32 Central Norrland","1 central government","731 Precision-instrument makers and handicraft workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","731 Precision-instrument makers and handicraft workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","732 Printing trades workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","732 Printing trades workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","741 Electrical equipment installers and repairers","men",0,0,0,0
"SE32 Central Norrland","1 central government","741 Electrical equipment installers and repairers","women",0,0,0,0
"SE32 Central Norrland","1 central government","742 Electronics and telecommunications installers and repairers","men",0,0,0,0
"SE32 Central Norrland","1 central government","742 Electronics and telecommunications installers and repairers","women",0,0,0,0
"SE32 Central Norrland","1 central government","752 Wood treaters, cabinet-makers and related trades workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","752 Wood treaters, cabinet-makers and related trades workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","753 Tailors, upholsterers and leather craftsmen","men",0,0,0,0
"SE32 Central Norrland","1 central government","753 Tailors, upholsterers and leather craftsmen","women",0,0,0,0
"SE32 Central Norrland","1 central government","761 Butchers, bakers and food processors","men",0,0,0,0
"SE32 Central Norrland","1 central government","761 Butchers, bakers and food processors","women",0,0,0,0
"SE32 Central Norrland","1 central government","811 Mining and mineral processing plant operators","men",0,0,0,0
"SE32 Central Norrland","1 central government","811 Mining and mineral processing plant operators","women",0,0,0,0
"SE32 Central Norrland","1 central government","812 Metal processing and finishing plant operators","men",0,0,0,0
"SE32 Central Norrland","1 central government","812 Metal processing and finishing plant operators","women",0,0,0,0
"SE32 Central Norrland","1 central government","813 Machine operators, chemical and pharmaceutical products","men",0,0,0,0
"SE32 Central Norrland","1 central government","813 Machine operators, chemical and pharmaceutical products","women",0,0,0,0
"SE32 Central Norrland","1 central government","814 Machine operators, rubber, plastic and paper products","men",0,0,0,0
"SE32 Central Norrland","1 central government","814 Machine operators, rubber, plastic and paper products","women",0,0,0,0
"SE32 Central Norrland","1 central government","815 Machine operators, textile, fur and leather products","men",0,0,0,0
"SE32 Central Norrland","1 central government","815 Machine operators, textile, fur and leather products","women",0,0,0,0
"SE32 Central Norrland","1 central government","816 Machine operators, food and related products","men",0,0,0,0
"SE32 Central Norrland","1 central government","816 Machine operators, food and related products","women",0,0,0,0
"SE32 Central Norrland","1 central government","817 Wood processing and papermaking plant operators","men",0,0,0,0
"SE32 Central Norrland","1 central government","817 Wood processing and papermaking plant operators","women",0,0,0,0
"SE32 Central Norrland","1 central government","818 Other stationary plant and machine operators","men",0,0,0,0
"SE32 Central Norrland","1 central government","818 Other stationary plant and machine operators","women",0,0,0,0
"SE32 Central Norrland","1 central government","819 Process control technicians","men",10,10,10,10
"SE32 Central Norrland","1 central government","819 Process control technicians","women",0,0,0,0
"SE32 Central Norrland","1 central government","821 Assemblers","men",0,0,0,0
"SE32 Central Norrland","1 central government","821 Assemblers","women",0,0,0,0
"SE32 Central Norrland","1 central government","831 Train operators and related workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","831 Train operators and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","832 Car, van and motorcycle drivers","men",0,0,0,0
"SE32 Central Norrland","1 central government","832 Car, van and motorcycle drivers","women",0,0,0,0
"SE32 Central Norrland","1 central government","833 Heavy truck and bus drivers","men",0,0,0,0
"SE32 Central Norrland","1 central government","833 Heavy truck and bus drivers","women",0,0,0,0
"SE32 Central Norrland","1 central government","834 Mobile plant operators","men",0,0,0,0
"SE32 Central Norrland","1 central government","834 Mobile plant operators","women",0,0,0,0
"SE32 Central Norrland","1 central government","835 Ships deck crews and related workers","men",20,20,20,20
"SE32 Central Norrland","1 central government","835 Ships deck crews and related workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","911 Cleaners and helpers","men",0,0,0,0
"SE32 Central Norrland","1 central government","911 Cleaners and helpers","women",20,20,20,10
"SE32 Central Norrland","1 central government","912 Washers, window cleaners and other cleaning workers","men",0,0,0,0
"SE32 Central Norrland","1 central government","912 Washers, window cleaners and other cleaning workers","women",0,0,0,0
"SE32 Central Norrland","1 central government","921 Berry pickers and planters","men",0,0,0,0
"SE32 Central Norrland","1 central government","921 Berry pickers and planters","women",0,0,0,0
"SE32 Central Norrland","1 central government","931 Construction labourers","men",0,0,0,0
"SE32 Central Norrland","1 central government","931 Construction labourers","women",0,0,0,0
"SE32 Central Norrland","1 central government","932 Manufacturing labourers","men",0,0,0,0
"SE32 Central Norrland","1 central government","932 Manufacturing labourers","women",0,0,0,0
"SE32 Central Norrland","1 central government","933 Dockers and ground personnel","men",0,0,0,0
"SE32 Central Norrland","1 central government","933 Dockers and ground personnel","women",0,0,0,0
"SE32 Central Norrland","1 central government","941 Fast-food workers, food preparation assistants","men",0,0,0,10
"SE32 Central Norrland","1 central government","941 Fast-food workers, food preparation assistants","women",10,20,20,20
"SE32 Central Norrland","1 central government","952 Street and market vendors","men",0,0,0,0
"SE32 Central Norrland","1 central government","952 Street and market vendors","women",0,0,0,0
"SE32 Central Norrland","1 central government","961 Recycling collectors","men",0,0,0,0
"SE32 Central Norrland","1 central government","961 Recycling collectors","women",0,0,0,0
"SE32 Central Norrland","1 central government","962 Newspaper distributors, janitors and other service workers","men",60,60,60,70
"SE32 Central Norrland","1 central government","962 Newspaper distributors, janitors and other service workers","women",20,20,20,20
"SE32 Central Norrland","1 central government","0001 Other professions","men",..,..,..,..
"SE32 Central Norrland","1 central government","0001 Other professions","women",..,..,..,..
"SE32 Central Norrland","1 central government","0002 occupations unidentifiable","men",..,..,..,..
"SE32 Central Norrland","1 central government","0002 occupations unidentifiable","women",..,..,..,..
"SE32 Central Norrland","2 primary municipalities","0000 All","men",8700,9500,9700,9700
"SE32 Central Norrland","2 primary municipalities","0000 All","women",29300,29900,30000,29700
"SE32 Central Norrland","2 primary municipalities","011 Commissioned armed forces officers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","011 Commissioned armed forces officers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","021 Non-commissioned armed forces officers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","021 Non-commissioned armed forces officers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","031 Armed forces occupations, other ranks","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","031 Armed forces occupations, other ranks","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","111 Legislators and senior officials","men",40,40,40,20
"SE32 Central Norrland","2 primary municipalities","111 Legislators and senior officials","women",40,40,40,20
"SE32 Central Norrland","2 primary municipalities","112 Managing directors and chief executives","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","112 Managing directors and chief executives","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","121 Finance managers","men",20,20,20,10
"SE32 Central Norrland","2 primary municipalities","121 Finance managers","women",10,10,20,10
"SE32 Central Norrland","2 primary municipalities","122 Human resource managers","men",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","122 Human resource managers","women",10,10,20,10
"SE32 Central Norrland","2 primary municipalities","123 Administration and planning managers","men",30,20,20,10
"SE32 Central Norrland","2 primary municipalities","123 Administration and planning managers","women",30,30,30,20
"SE32 Central Norrland","2 primary municipalities","124 Information, communication and public relations managers","men",0,0,0,..
"SE32 Central Norrland","2 primary municipalities","124 Information, communication and public relations managers","women",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","125 Sales and marketing managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","125 Sales and marketing managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","129 Administration and service managers not elsewhere classified","men",10,10,10,20
"SE32 Central Norrland","2 primary municipalities","129 Administration and service managers not elsewhere classified","women",20,20,20,50
"SE32 Central Norrland","2 primary municipalities","131 Information and communications technology service managers","men",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","131 Information and communications technology service managers","women",0,10,10,10
"SE32 Central Norrland","2 primary municipalities","132 Supply, logistics and transport managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","132 Supply, logistics and transport managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","133 Research and development managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","133 Research and development managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","134 Architectural and engineering managers","men",60,60,60,60
"SE32 Central Norrland","2 primary municipalities","134 Architectural and engineering managers","women",20,20,20,30
"SE32 Central Norrland","2 primary municipalities","135 Real estate and head of administration manager","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","135 Real estate and head of administration manager","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","136 Production managers in construction and mining","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","136 Production managers in construction and mining","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","137 Production managers in manufacturing","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","137 Production managers in manufacturing","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","138 Forestry and agricultural production managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","138 Forestry and agricultural production managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","141 Primary and secondary schools and adult education managers","men",120,120,120,120
"SE32 Central Norrland","2 primary municipalities","141 Primary and secondary schools and adult education managers","women",200,210,230,230
"SE32 Central Norrland","2 primary municipalities","142 Preschool managers","men",10,10,10,10
"SE32 Central Norrland","2 primary municipalities","142 Preschool managers","women",110,110,120,140
"SE32 Central Norrland","2 primary municipalities","149 Education managers not elsewhere classified","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","149 Education managers not elsewhere classified","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","151 Health care managers","men",0,10,0,10
"SE32 Central Norrland","2 primary municipalities","151 Health care managers","women",0,10,20,30
"SE32 Central Norrland","2 primary municipalities","152 Managers in social and curative care","men",20,30,30,20
"SE32 Central Norrland","2 primary municipalities","152 Managers in social and curative care","women",80,100,90,100
"SE32 Central Norrland","2 primary municipalities","153 Elderly care managers","men",70,80,90,90
"SE32 Central Norrland","2 primary municipalities","153 Elderly care managers","women",400,400,410,410
"SE32 Central Norrland","2 primary municipalities","154 Managers and leaders within religious bodies","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","154 Managers and leaders within religious bodies","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","159 Other social services managers","men",110,120,120,130
"SE32 Central Norrland","2 primary municipalities","159 Other social services managers","women",120,140,140,140
"SE32 Central Norrland","2 primary municipalities","161 Financial and insurance managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","161 Financial and insurance managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","171 Hotel and conference managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","171 Hotel and conference managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","172 Restaurant managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","172 Restaurant managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","173 Retail and wholesale trade managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","173 Retail and wholesale trade managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","174 Sports, leisure and wellness managers","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","174 Sports, leisure and wellness managers","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","179 Other services managers not elsewhere classified","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","179 Other services managers not elsewhere classified","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","211 Physicists and chemists","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","211 Physicists and chemists","women",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","212 Mathematicians, actuaries and statisticians","men",0,0,0,0
"SE32 Central Norrland","2 primary municipalities","212 Mathematicians, actuaries and statisticians","women",0,0,0,0
