"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","613 Mixed crop and animal breeders","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","613 Mixed crop and animal breeders","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","613 Mixed crop and animal breeders","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,530,..
"0 all sectors","621 Forestry and related workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","621 Forestry and related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","622 Aquaculture and fishery workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,890,940,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","primary and secondary education 9-10 years (ISCED97 2)",10600,13600,11300,12100,13900
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","upper secondary education, 2 years or less (ISCED97 3C)",30400,29200,25600,27800,32800
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","upper secondary education 3 years (ISCED97 3A)",34600,39900,37100,42000,49200
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2100,3200,2700,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,160
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","upper secondary education 3 years (ISCED97 3A)",..,460,550,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","711 Carpenters, bricklayers and construction workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","upper secondary education, 2 years or less (ISCED97 3C)",9900,8300,8700,8000,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",..,8500,..,..,7500
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",230,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,2200,..,2200,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",8800,8200,9600,8700,7400
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","upper secondary education 3 years (ISCED97 3A)",7900,6400,7300,7100,6900
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,910,860
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","upper secondary education 3 years (ISCED97 3A)",..,190,230,..,260
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",920,870,940,1200,1000
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",6200,6400,6300,7600,5300
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",18800,17600,17400,21100,17100
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",16500,16500,17100,20500,16600
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2700,2800,3400,3700,3000
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",920,..,1400,1600,1200
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",910,820,860,900,710
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",2100,2000,2100,2100,1600
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",2600,2200,2900,4200,2300
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",390,490,560,670,520
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",160,200,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","men","primary and secondary education 9-10 years (ISCED97 2)",7400,9500,7800,7300,7400
"0 all sectors","723 Machinery mechanics and fitters","men","upper secondary education, 2 years or less (ISCED97 3C)",19000,21600,18400,21300,19600
"0 all sectors","723 Machinery mechanics and fitters","men","upper secondary education 3 years (ISCED97 3A)",19400,23100,25700,25000,25200
"0 all sectors","723 Machinery mechanics and fitters","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,3200,2800,..,3600
"0 all sectors","723 Machinery mechanics and fitters","men","post-secondary education 3 years or more (ISCED97 5A)",790,..,..,..,1400
"0 all sectors","723 Machinery mechanics and fitters","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","men","no information about level of educational attainment",..,..,..,320,..
"0 all sectors","723 Machinery mechanics and fitters","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,240,210,320
"0 all sectors","723 Machinery mechanics and fitters","women","upper secondary education, 2 years or less (ISCED97 3C)",..,490,440,550,740
"0 all sectors","723 Machinery mechanics and fitters","women","upper secondary education 3 years (ISCED97 3A)",390,800,..,950,1400
"0 all sectors","723 Machinery mechanics and fitters","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,160,160,200,250
"0 all sectors","723 Machinery mechanics and fitters","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","upper secondary education, 2 years or less (ISCED97 3C)",580,490,640,500,480
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","upper secondary education 3 years (ISCED97 3A)",..,660,630,570,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","732 Printing trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","732 Printing trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",1100,1400,1100,1200,1100
"0 all sectors","732 Printing trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",2100,2200,1800,1800,1700
"0 all sectors","732 Printing trades workers","men","upper secondary education 3 years (ISCED97 3A)",1400,1800,1700,1700,1800
"0 all sectors","732 Printing trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",490,540,710,540,..
"0 all sectors","732 Printing trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,160,..,..,..
"0 all sectors","732 Printing trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","732 Printing trades workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","732 Printing trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","732 Printing trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,280,250,190
"0 all sectors","732 Printing trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",500,500,430,..,..
"0 all sectors","732 Printing trades workers","women","upper secondary education 3 years (ISCED97 3A)",490,460,530,660,450
"0 all sectors","732 Printing trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,260,280,..
"0 all sectors","732 Printing trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","732 Printing trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","732 Printing trades workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,1200,..
"0 all sectors","741 Electrical equipment installers and repairers","men","upper secondary education, 2 years or less (ISCED97 3C)",13500,10900,11100,11100,10200
"0 all sectors","741 Electrical equipment installers and repairers","men","upper secondary education 3 years (ISCED97 3A)",25000,25300,21700,21700,30100
"0 all sectors","741 Electrical equipment installers and repairers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,2700,3700,..,3600
"0 all sectors","741 Electrical equipment installers and repairers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,400,340
"0 all sectors","741 Electrical equipment installers and repairers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,400,..
"0 all sectors","741 Electrical equipment installers and repairers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,1800,1600,1500,1300
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","upper secondary education 3 years (ISCED97 3A)",..,..,2400,2600,2400
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",530,..,..,640,680
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",1400,1700,1700,1800,1300
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",2600,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",460,..,520,530,610
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",320,..,..,240,250
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",240,280,260,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","upper secondary education, 2 years or less (ISCED97 3C)",..,240,320,340,260
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","upper secondary education 3 years (ISCED97 3A)",..,250,360,330,290
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,150
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,1200,1400,..
