"region","occupation (SSYK 2012)","age","sex","2017"
"SE09 Småland and islands","523 Cashiers and related clerks","16-24 years","women",331
"SE09 Småland and islands","523 Cashiers and related clerks","25-29 years","men",56
"SE09 Småland and islands","523 Cashiers and related clerks","25-29 years","women",145
"SE09 Småland and islands","523 Cashiers and related clerks","30-34 years","men",36
"SE09 Småland and islands","523 Cashiers and related clerks","30-34 years","women",91
"SE09 Småland and islands","523 Cashiers and related clerks","35-39 years","men",18
"SE09 Småland and islands","523 Cashiers and related clerks","35-39 years","women",63
"SE09 Småland and islands","523 Cashiers and related clerks","40-44 years","men",15
"SE09 Småland and islands","523 Cashiers and related clerks","40-44 years","women",66
"SE09 Småland and islands","523 Cashiers and related clerks","45-49 years","men",14
"SE09 Småland and islands","523 Cashiers and related clerks","45-49 years","women",64
"SE09 Småland and islands","523 Cashiers and related clerks","50-54 years","men",14
"SE09 Småland and islands","523 Cashiers and related clerks","50-54 years","women",47
"SE09 Småland and islands","523 Cashiers and related clerks","55-59 years","men",10
"SE09 Småland and islands","523 Cashiers and related clerks","55-59 years","women",39
"SE09 Småland and islands","523 Cashiers and related clerks","60-64 years","men",9
"SE09 Småland and islands","523 Cashiers and related clerks","60-64 years","women",37
"SE09 Småland and islands","524 Event seller and telemarketers","16-24 years","men",95
"SE09 Småland and islands","524 Event seller and telemarketers","16-24 years","women",34
"SE09 Småland and islands","524 Event seller and telemarketers","25-29 years","men",74
"SE09 Småland and islands","524 Event seller and telemarketers","25-29 years","women",40
"SE09 Småland and islands","524 Event seller and telemarketers","30-34 years","men",29
"SE09 Småland and islands","524 Event seller and telemarketers","30-34 years","women",26
"SE09 Småland and islands","524 Event seller and telemarketers","35-39 years","men",24
"SE09 Småland and islands","524 Event seller and telemarketers","35-39 years","women",11
"SE09 Småland and islands","524 Event seller and telemarketers","40-44 years","men",26
"SE09 Småland and islands","524 Event seller and telemarketers","40-44 years","women",17
"SE09 Småland and islands","524 Event seller and telemarketers","45-49 years","men",22
"SE09 Småland and islands","524 Event seller and telemarketers","45-49 years","women",20
"SE09 Småland and islands","524 Event seller and telemarketers","50-54 years","men",15
"SE09 Småland and islands","524 Event seller and telemarketers","50-54 years","women",25
"SE09 Småland and islands","524 Event seller and telemarketers","55-59 years","men",16
"SE09 Småland and islands","524 Event seller and telemarketers","55-59 years","women",13
"SE09 Småland and islands","524 Event seller and telemarketers","60-64 years","men",14
"SE09 Småland and islands","524 Event seller and telemarketers","60-64 years","women",19
"SE09 Småland and islands","531 Child care workers and teachers aides","16-24 years","men",467
"SE09 Småland and islands","531 Child care workers and teachers aides","16-24 years","women",1255
"SE09 Småland and islands","531 Child care workers and teachers aides","25-29 years","men",262
"SE09 Småland and islands","531 Child care workers and teachers aides","25-29 years","women",693
"SE09 Småland and islands","531 Child care workers and teachers aides","30-34 years","men",161
"SE09 Småland and islands","531 Child care workers and teachers aides","30-34 years","women",552
"SE09 Småland and islands","531 Child care workers and teachers aides","35-39 years","men",116
"SE09 Småland and islands","531 Child care workers and teachers aides","35-39 years","women",621
"SE09 Småland and islands","531 Child care workers and teachers aides","40-44 years","men",104
"SE09 Småland and islands","531 Child care workers and teachers aides","40-44 years","women",665
"SE09 Småland and islands","531 Child care workers and teachers aides","45-49 years","men",99
"SE09 Småland and islands","531 Child care workers and teachers aides","45-49 years","women",727
"SE09 Småland and islands","531 Child care workers and teachers aides","50-54 years","men",77
"SE09 Småland and islands","531 Child care workers and teachers aides","50-54 years","women",683
"SE09 Småland and islands","531 Child care workers and teachers aides","55-59 years","men",74
"SE09 Småland and islands","531 Child care workers and teachers aides","55-59 years","women",756
"SE09 Småland and islands","531 Child care workers and teachers aides","60-64 years","men",61
"SE09 Småland and islands","531 Child care workers and teachers aides","60-64 years","women",690
"SE09 Småland and islands","532 Personal care workers in health services","16-24 years","men",168
"SE09 Småland and islands","532 Personal care workers in health services","16-24 years","women",1245
"SE09 Småland and islands","532 Personal care workers in health services","25-29 years","men",150
"SE09 Småland and islands","532 Personal care workers in health services","25-29 years","women",1641
"SE09 Småland and islands","532 Personal care workers in health services","30-34 years","men",132
"SE09 Småland and islands","532 Personal care workers in health services","30-34 years","women",1658
"SE09 Småland and islands","532 Personal care workers in health services","35-39 years","men",108
"SE09 Småland and islands","532 Personal care workers in health services","35-39 years","women",1499
"SE09 Småland and islands","532 Personal care workers in health services","40-44 years","men",108
"SE09 Småland and islands","532 Personal care workers in health services","40-44 years","women",1813
"SE09 Småland and islands","532 Personal care workers in health services","45-49 years","men",128
"SE09 Småland and islands","532 Personal care workers in health services","45-49 years","women",2221
"SE09 Småland and islands","532 Personal care workers in health services","50-54 years","men",129
"SE09 Småland and islands","532 Personal care workers in health services","50-54 years","women",2641
"SE09 Småland and islands","532 Personal care workers in health services","55-59 years","men",142
"SE09 Småland and islands","532 Personal care workers in health services","55-59 years","women",2503
"SE09 Småland and islands","532 Personal care workers in health services","60-64 years","men",97
"SE09 Småland and islands","532 Personal care workers in health services","60-64 years","women",2113
"SE09 Småland and islands","533 Health care assistants","16-24 years","men",698
"SE09 Småland and islands","533 Health care assistants","16-24 years","women",2103
"SE09 Småland and islands","533 Health care assistants","25-29 years","men",265
"SE09 Småland and islands","533 Health care assistants","25-29 years","women",808
"SE09 Småland and islands","533 Health care assistants","30-34 years","men",157
"SE09 Småland and islands","533 Health care assistants","30-34 years","women",586
"SE09 Småland and islands","533 Health care assistants","35-39 years","men",110
"SE09 Småland and islands","533 Health care assistants","35-39 years","women",407
"SE09 Småland and islands","533 Health care assistants","40-44 years","men",75
"SE09 Småland and islands","533 Health care assistants","40-44 years","women",359
"SE09 Småland and islands","533 Health care assistants","45-49 years","men",63
"SE09 Småland and islands","533 Health care assistants","45-49 years","women",501
"SE09 Småland and islands","533 Health care assistants","50-54 years","men",66
"SE09 Småland and islands","533 Health care assistants","50-54 years","women",573
"SE09 Småland and islands","533 Health care assistants","55-59 years","men",56
"SE09 Småland and islands","533 Health care assistants","55-59 years","women",528
"SE09 Småland and islands","533 Health care assistants","60-64 years","men",51
"SE09 Småland and islands","533 Health care assistants","60-64 years","women",650
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","16-24 years","men",551
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","16-24 years","women",1268
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","25-29 years","men",534
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","25-29 years","women",1242
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","30-34 years","men",426
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","30-34 years","women",1026
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","35-39 years","men",345
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","35-39 years","women",974
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","40-44 years","men",328
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","40-44 years","women",1048
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","45-49 years","men",355
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","45-49 years","women",1228
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","50-54 years","men",399
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","50-54 years","women",1381
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","55-59 years","men",362
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","55-59 years","women",1288
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","60-64 years","men",357
"SE09 Småland and islands","534 Attendants, personal assistants and related workers","60-64 years","women",1180
"SE09 Småland and islands","535 Dental nurses","16-24 years","men",1
"SE09 Småland and islands","535 Dental nurses","16-24 years","women",10
"SE09 Småland and islands","535 Dental nurses","25-29 years","men",4
"SE09 Småland and islands","535 Dental nurses","25-29 years","women",52
"SE09 Småland and islands","535 Dental nurses","30-34 years","men",3
"SE09 Småland and islands","535 Dental nurses","30-34 years","women",68
"SE09 Småland and islands","535 Dental nurses","35-39 years","men",0
"SE09 Småland and islands","535 Dental nurses","35-39 years","women",56
"SE09 Småland and islands","535 Dental nurses","40-44 years","men",2
"SE09 Småland and islands","535 Dental nurses","40-44 years","women",113
"SE09 Småland and islands","535 Dental nurses","45-49 years","men",2
"SE09 Småland and islands","535 Dental nurses","45-49 years","women",139
"SE09 Småland and islands","535 Dental nurses","50-54 years","men",1
"SE09 Småland and islands","535 Dental nurses","50-54 years","women",161
"SE09 Småland and islands","535 Dental nurses","55-59 years","men",0
"SE09 Småland and islands","535 Dental nurses","55-59 years","women",220
"SE09 Småland and islands","535 Dental nurses","60-64 years","men",0
"SE09 Småland and islands","535 Dental nurses","60-64 years","women",194
"SE09 Småland and islands","541 Other surveillance and security workers","16-24 years","men",198
"SE09 Småland and islands","541 Other surveillance and security workers","16-24 years","women",144
"SE09 Småland and islands","541 Other surveillance and security workers","25-29 years","men",272
"SE09 Småland and islands","541 Other surveillance and security workers","25-29 years","women",145
"SE09 Småland and islands","541 Other surveillance and security workers","30-34 years","men",233
"SE09 Småland and islands","541 Other surveillance and security workers","30-34 years","women",118
"SE09 Småland and islands","541 Other surveillance and security workers","35-39 years","men",200
"SE09 Småland and islands","541 Other surveillance and security workers","35-39 years","women",61
"SE09 Småland and islands","541 Other surveillance and security workers","40-44 years","men",185
"SE09 Småland and islands","541 Other surveillance and security workers","40-44 years","women",75
"SE09 Småland and islands","541 Other surveillance and security workers","45-49 years","men",166
"SE09 Småland and islands","541 Other surveillance and security workers","45-49 years","women",60
"SE09 Småland and islands","541 Other surveillance and security workers","50-54 years","men",160
"SE09 Småland and islands","541 Other surveillance and security workers","50-54 years","women",66
"SE09 Småland and islands","541 Other surveillance and security workers","55-59 years","men",130
"SE09 Småland and islands","541 Other surveillance and security workers","55-59 years","women",43
"SE09 Småland and islands","541 Other surveillance and security workers","60-64 years","men",99
"SE09 Småland and islands","541 Other surveillance and security workers","60-64 years","women",34
"SE09 Småland and islands","611 Market gardeners and crop growers","16-24 years","men",92
"SE09 Småland and islands","611 Market gardeners and crop growers","16-24 years","women",25
"SE09 Småland and islands","611 Market gardeners and crop growers","25-29 years","men",109
"SE09 Småland and islands","611 Market gardeners and crop growers","25-29 years","women",47
"SE09 Småland and islands","611 Market gardeners and crop growers","30-34 years","men",96
"SE09 Småland and islands","611 Market gardeners and crop growers","30-34 years","women",33
"SE09 Småland and islands","611 Market gardeners and crop growers","35-39 years","men",72
"SE09 Småland and islands","611 Market gardeners and crop growers","35-39 years","women",43
"SE09 Småland and islands","611 Market gardeners and crop growers","40-44 years","men",93
"SE09 Småland and islands","611 Market gardeners and crop growers","40-44 years","women",43
"SE09 Småland and islands","611 Market gardeners and crop growers","45-49 years","men",125
"SE09 Småland and islands","611 Market gardeners and crop growers","45-49 years","women",41
"SE09 Småland and islands","611 Market gardeners and crop growers","50-54 years","men",178
"SE09 Småland and islands","611 Market gardeners and crop growers","50-54 years","women",51
"SE09 Småland and islands","611 Market gardeners and crop growers","55-59 years","men",179
"SE09 Småland and islands","611 Market gardeners and crop growers","55-59 years","women",48
"SE09 Småland and islands","611 Market gardeners and crop growers","60-64 years","men",178
"SE09 Småland and islands","611 Market gardeners and crop growers","60-64 years","women",36
"SE09 Småland and islands","612 Animal breeders and keepers","16-24 years","men",41
"SE09 Småland and islands","612 Animal breeders and keepers","16-24 years","women",68
"SE09 Småland and islands","612 Animal breeders and keepers","25-29 years","men",47
"SE09 Småland and islands","612 Animal breeders and keepers","25-29 years","women",76
"SE09 Småland and islands","612 Animal breeders and keepers","30-34 years","men",74
"SE09 Småland and islands","612 Animal breeders and keepers","30-34 years","women",40
"SE09 Småland and islands","612 Animal breeders and keepers","35-39 years","men",63
"SE09 Småland and islands","612 Animal breeders and keepers","35-39 years","women",36
"SE09 Småland and islands","612 Animal breeders and keepers","40-44 years","men",58
"SE09 Småland and islands","612 Animal breeders and keepers","40-44 years","women",34
"SE09 Småland and islands","612 Animal breeders and keepers","45-49 years","men",66
"SE09 Småland and islands","612 Animal breeders and keepers","45-49 years","women",33
"SE09 Småland and islands","612 Animal breeders and keepers","50-54 years","men",70
"SE09 Småland and islands","612 Animal breeders and keepers","50-54 years","women",50
"SE09 Småland and islands","612 Animal breeders and keepers","55-59 years","men",77
"SE09 Småland and islands","612 Animal breeders and keepers","55-59 years","women",31
"SE09 Småland and islands","612 Animal breeders and keepers","60-64 years","men",86
"SE09 Småland and islands","612 Animal breeders and keepers","60-64 years","women",32
"SE09 Småland and islands","613 Mixed crop and animal breeders","16-24 years","men",57
"SE09 Småland and islands","613 Mixed crop and animal breeders","16-24 years","women",19
"SE09 Småland and islands","613 Mixed crop and animal breeders","25-29 years","men",65
"SE09 Småland and islands","613 Mixed crop and animal breeders","25-29 years","women",20
"SE09 Småland and islands","613 Mixed crop and animal breeders","30-34 years","men",65
"SE09 Småland and islands","613 Mixed crop and animal breeders","30-34 years","women",14
"SE09 Småland and islands","613 Mixed crop and animal breeders","35-39 years","men",43
"SE09 Småland and islands","613 Mixed crop and animal breeders","35-39 years","women",12
"SE09 Småland and islands","613 Mixed crop and animal breeders","40-44 years","men",58
"SE09 Småland and islands","613 Mixed crop and animal breeders","40-44 years","women",12
"SE09 Småland and islands","613 Mixed crop and animal breeders","45-49 years","men",54
"SE09 Småland and islands","613 Mixed crop and animal breeders","45-49 years","women",16
"SE09 Småland and islands","613 Mixed crop and animal breeders","50-54 years","men",49
"SE09 Småland and islands","613 Mixed crop and animal breeders","50-54 years","women",16
"SE09 Småland and islands","613 Mixed crop and animal breeders","55-59 years","men",54
"SE09 Småland and islands","613 Mixed crop and animal breeders","55-59 years","women",13
"SE09 Småland and islands","613 Mixed crop and animal breeders","60-64 years","men",64
"SE09 Småland and islands","613 Mixed crop and animal breeders","60-64 years","women",12
"SE09 Småland and islands","621 Forestry and related workers","16-24 years","men",50
"SE09 Småland and islands","621 Forestry and related workers","16-24 years","women",5
"SE09 Småland and islands","621 Forestry and related workers","25-29 years","men",52
"SE09 Småland and islands","621 Forestry and related workers","25-29 years","women",8
"SE09 Småland and islands","621 Forestry and related workers","30-34 years","men",75
"SE09 Småland and islands","621 Forestry and related workers","30-34 years","women",9
"SE09 Småland and islands","621 Forestry and related workers","35-39 years","men",51
"SE09 Småland and islands","621 Forestry and related workers","35-39 years","women",5
"SE09 Småland and islands","621 Forestry and related workers","40-44 years","men",44
"SE09 Småland and islands","621 Forestry and related workers","40-44 years","women",4
"SE09 Småland and islands","621 Forestry and related workers","45-49 years","men",55
"SE09 Småland and islands","621 Forestry and related workers","45-49 years","women",9
"SE09 Småland and islands","621 Forestry and related workers","50-54 years","men",74
"SE09 Småland and islands","621 Forestry and related workers","50-54 years","women",6
"SE09 Småland and islands","621 Forestry and related workers","55-59 years","men",59
"SE09 Småland and islands","621 Forestry and related workers","55-59 years","women",5
"SE09 Småland and islands","621 Forestry and related workers","60-64 years","men",57
"SE09 Småland and islands","621 Forestry and related workers","60-64 years","women",5
"SE09 Småland and islands","622 Aquaculture and fishery workers","16-24 years","men",3
"SE09 Småland and islands","622 Aquaculture and fishery workers","16-24 years","women",1
"SE09 Småland and islands","622 Aquaculture and fishery workers","25-29 years","men",1
"SE09 Småland and islands","622 Aquaculture and fishery workers","25-29 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","30-34 years","men",1
"SE09 Småland and islands","622 Aquaculture and fishery workers","30-34 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","35-39 years","men",3
"SE09 Småland and islands","622 Aquaculture and fishery workers","35-39 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","40-44 years","men",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","40-44 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","45-49 years","men",3
"SE09 Småland and islands","622 Aquaculture and fishery workers","45-49 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","50-54 years","men",5
"SE09 Småland and islands","622 Aquaculture and fishery workers","50-54 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","55-59 years","men",4
"SE09 Småland and islands","622 Aquaculture and fishery workers","55-59 years","women",0
"SE09 Småland and islands","622 Aquaculture and fishery workers","60-64 years","men",6
"SE09 Småland and islands","622 Aquaculture and fishery workers","60-64 years","women",0
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","16-24 years","men",1330
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","16-24 years","women",46
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","25-29 years","men",1554
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","25-29 years","women",33
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","30-34 years","men",1154
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","30-34 years","women",21
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","35-39 years","men",888
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","35-39 years","women",35
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","40-44 years","men",928
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","40-44 years","women",29
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","45-49 years","men",906
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","45-49 years","women",12
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","50-54 years","men",1028
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","50-54 years","women",31
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","55-59 years","men",921
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","55-59 years","women",17
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","60-64 years","men",655
"SE09 Småland and islands","711 Carpenters, bricklayers and construction workers","60-64 years","women",9
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","16-24 years","men",430
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","16-24 years","women",9
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","25-29 years","men",491
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","25-29 years","women",9
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","30-34 years","men",391
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","30-34 years","women",3
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","35-39 years","men",294
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","35-39 years","women",5
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","40-44 years","men",298
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","40-44 years","women",4
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","45-49 years","men",343
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","45-49 years","women",3
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","50-54 years","men",357
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","50-54 years","women",5
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","55-59 years","men",287
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","55-59 years","women",3
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","60-64 years","men",189
"SE09 Småland and islands","712 Roofers, floor layers, plumbers and pipefitters","60-64 years","women",1
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","16-24 years","men",265
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","16-24 years","women",66
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","25-29 years","men",357
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","25-29 years","women",77
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","30-34 years","men",295
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","30-34 years","women",50
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","35-39 years","men",251
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","35-39 years","women",38
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","40-44 years","men",287
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","40-44 years","women",44
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","45-49 years","men",295
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","45-49 years","women",40
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","50-54 years","men",263
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","50-54 years","women",42
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","55-59 years","men",259
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","55-59 years","women",25
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","60-64 years","men",183
"SE09 Småland and islands","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","60-64 years","women",20
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","16-24 years","men",374
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","16-24 years","women",25
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","25-29 years","men",456
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","25-29 years","women",36
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","30-34 years","men",441
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","30-34 years","women",24
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","35-39 years","men",414
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","35-39 years","women",23
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","40-44 years","men",482
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","40-44 years","women",33
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","45-49 years","men",499
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","45-49 years","women",33
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","50-54 years","men",505
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","50-54 years","women",28
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","55-59 years","men",418
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","55-59 years","women",15
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","60-64 years","men",318
"SE09 Småland and islands","721 Sheet and structural metal workers, moulders and welders, and related workers","60-64 years","women",17
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","16-24 years","men",1005
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","16-24 years","women",187
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","25-29 years","men",1124
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","25-29 years","women",203
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","30-34 years","men",1048
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","30-34 years","women",166
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","35-39 years","men",944
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","35-39 years","women",166
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","40-44 years","men",1114
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","40-44 years","women",205
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","45-49 years","men",1272
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","45-49 years","women",238
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","50-54 years","men",1309
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","50-54 years","women",236
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","55-59 years","men",1055
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","55-59 years","women",189
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","60-64 years","men",779
"SE09 Småland and islands","722 Blacksmiths, toolmakers and related trades workers","60-64 years","women",119
"SE09 Småland and islands","723 Machinery mechanics and fitters","16-24 years","men",540
"SE09 Småland and islands","723 Machinery mechanics and fitters","16-24 years","women",27
"SE09 Småland and islands","723 Machinery mechanics and fitters","25-29 years","men",705
"SE09 Småland and islands","723 Machinery mechanics and fitters","25-29 years","women",48
"SE09 Småland and islands","723 Machinery mechanics and fitters","30-34 years","men",575
"SE09 Småland and islands","723 Machinery mechanics and fitters","30-34 years","women",32
"SE09 Småland and islands","723 Machinery mechanics and fitters","35-39 years","men",573
"SE09 Småland and islands","723 Machinery mechanics and fitters","35-39 years","women",14
"SE09 Småland and islands","723 Machinery mechanics and fitters","40-44 years","men",630
"SE09 Småland and islands","723 Machinery mechanics and fitters","40-44 years","women",24
"SE09 Småland and islands","723 Machinery mechanics and fitters","45-49 years","men",656
"SE09 Småland and islands","723 Machinery mechanics and fitters","45-49 years","women",17
"SE09 Småland and islands","723 Machinery mechanics and fitters","50-54 years","men",720
"SE09 Småland and islands","723 Machinery mechanics and fitters","50-54 years","women",23
"SE09 Småland and islands","723 Machinery mechanics and fitters","55-59 years","men",618
"SE09 Småland and islands","723 Machinery mechanics and fitters","55-59 years","women",21
"SE09 Småland and islands","723 Machinery mechanics and fitters","60-64 years","men",556
"SE09 Småland and islands","723 Machinery mechanics and fitters","60-64 years","women",9
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","16-24 years","men",9
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","16-24 years","women",2
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","25-29 years","men",18
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","25-29 years","women",10
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","30-34 years","men",10
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","30-34 years","women",12
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","35-39 years","men",22
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","35-39 years","women",10
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","40-44 years","men",22
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","40-44 years","women",11
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","45-49 years","men",40
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","45-49 years","women",22
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","50-54 years","men",43
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","50-54 years","women",18
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","55-59 years","men",33
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","55-59 years","women",12
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","60-64 years","men",34
"SE09 Småland and islands","731 Precision-instrument makers and handicraft workers","60-64 years","women",14
"SE09 Småland and islands","732 Printing trades workers","16-24 years","men",58
"SE09 Småland and islands","732 Printing trades workers","16-24 years","women",23
"SE09 Småland and islands","732 Printing trades workers","25-29 years","men",90
"SE09 Småland and islands","732 Printing trades workers","25-29 years","women",26
"SE09 Småland and islands","732 Printing trades workers","30-34 years","men",59
"SE09 Småland and islands","732 Printing trades workers","30-34 years","women",18
"SE09 Småland and islands","732 Printing trades workers","35-39 years","men",72
"SE09 Småland and islands","732 Printing trades workers","35-39 years","women",21
