"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"4-5 private sector","612 Animal breeders and keepers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","612 Animal breeders and keepers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","612 Animal breeders and keepers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","613 Mixed crop and animal breeders","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",24200,..,..,..,..
"4-5 private sector","621 Forestry and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",26200,25700,27900,28000,28500
"4-5 private sector","621 Forestry and related workers","men","upper secondary education 3 years (ISCED97 3A)",25400,24200,26000,25500,27900
"4-5 private sector","621 Forestry and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",26700,..,26300,..,27700
"4-5 private sector","621 Forestry and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","men","no information about level of educational attainment",..,..,..,..,25700
"4-5 private sector","621 Forestry and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","621 Forestry and related workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","622 Aquaculture and fishery workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","primary and secondary education less than 9 years (ISCED97 1)",29600,29200,30300,..,32000
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","primary and secondary education 9-10 years (ISCED97 2)",29800,30400,31900,30200,31700
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","upper secondary education, 2 years or less (ISCED97 3C)",30800,31200,32200,32400,33600
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","upper secondary education 3 years (ISCED97 3A)",29400,29500,30800,31700,32500
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",29500,30200,30100,31500,32600
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","post-secondary education 3 years or more (ISCED97 5A)",30600,..,29500,33100,31000
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","no information about level of educational attainment",26900,25800,26000,27200,29000
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","upper secondary education 3 years (ISCED97 3A)",27900,26500,29000,26600,27400
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","primary and secondary education 9-10 years (ISCED97 2)",28300,28300,27400,30000,30400
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","upper secondary education, 2 years or less (ISCED97 3C)",31200,32300,30900,32900,33300
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","upper secondary education 3 years (ISCED97 3A)",28700,30400,31500,31800,33700
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","post-secondary education, less than 3 years (ISCED97 4+5B)",30700,32100,32500,33800,36100
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",25100,25700,28800,29600,27800
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",28500,29400,29000,30700,31400
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",26000,28200,28300,30300,29800
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,26300,29000,30400,29700
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",25300,25000,..,26200,26900
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",24500,26200,25700,27700,28900
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",26600,26600,27600,..,28400
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",28600,29300,29400,29500,31000
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",28700,28700,29100,30300,30200
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","upper secondary education 3 years (ISCED97 3A)",26800,27500,27700,29300,29600
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",28200,28500,26500,29000,30000
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","upper secondary education 3 years (ISCED97 3A)",23600,26300,27700,28600,28400
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",26800,26800,27400,28000,28000
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",27700,28000,29300,29600,29400
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",28100,28700,29800,29500,30100
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",27100,27700,28800,29100,29600
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",27800,28300,29100,29900,30200
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",27100,26600,28500,29000,28900
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","no information about level of educational attainment",..,..,..,25700,27900
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,25900,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",26100,26500,27800,28700,27300
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",26700,27100,27900,28300,28400
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",25700,26500,28500,28600,28300
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",26800,26300,29000,29700,27700
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",27000,25500,26800,27400,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","men","primary and secondary education less than 9 years (ISCED97 1)",27400,27300,26400,29500,28300
"4-5 private sector","723 Machinery mechanics and fitters","men","primary and secondary education 9-10 years (ISCED97 2)",27500,27500,28400,29400,29500
"4-5 private sector","723 Machinery mechanics and fitters","men","upper secondary education, 2 years or less (ISCED97 3C)",29200,29800,30800,31000,31900
"4-5 private sector","723 Machinery mechanics and fitters","men","upper secondary education 3 years (ISCED97 3A)",27100,27900,27900,29100,30100
"4-5 private sector","723 Machinery mechanics and fitters","men","post-secondary education, less than 3 years (ISCED97 4+5B)",28600,29500,30500,29800,31000
"4-5 private sector","723 Machinery mechanics and fitters","men","post-secondary education 3 years or more (ISCED97 5A)",26900,27000,28700,28400,30700
"4-5 private sector","723 Machinery mechanics and fitters","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","men","no information about level of educational attainment",..,..,..,27100,27000
"4-5 private sector","723 Machinery mechanics and fitters","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","women","primary and secondary education 9-10 years (ISCED97 2)",..,28100,29600,30500,28800
"4-5 private sector","723 Machinery mechanics and fitters","women","upper secondary education, 2 years or less (ISCED97 3C)",27400,30300,30800,30600,30700
"4-5 private sector","723 Machinery mechanics and fitters","women","upper secondary education 3 years (ISCED97 3A)",26900,27200,..,27700,28700
"4-5 private sector","723 Machinery mechanics and fitters","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,31600,30700,30000,30500
"4-5 private sector","723 Machinery mechanics and fitters","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","upper secondary education, 2 years or less (ISCED97 3C)",29500,30800,28500,30700,32400
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","upper secondary education 3 years (ISCED97 3A)",29400,29100,30400,32200,29900
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",30000,30100,31400,30400,30100
"4-5 private sector","732 Printing trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",30100,30400,31500,31000,31600
"4-5 private sector","732 Printing trades workers","men","upper secondary education 3 years (ISCED97 3A)",27900,28600,29400,29100,30200
"4-5 private sector","732 Printing trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",27800,28700,28500,28300,29900
"4-5 private sector","732 Printing trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,28200,30500,29000,..
"4-5 private sector","732 Printing trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",27800,27600,25500,27000,29000
"4-5 private sector","732 Printing trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",26600,28000,28700,26800,28700
"4-5 private sector","732 Printing trades workers","women","upper secondary education 3 years (ISCED97 3A)",24100,25800,27100,26100,28300
"4-5 private sector","732 Printing trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,27000,27000,28400
"4-5 private sector","732 Printing trades workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","men","primary and secondary education 9-10 years (ISCED97 2)",29200,31800,34000,36100,34500
"4-5 private sector","741 Electrical equipment installers and repairers","men","upper secondary education, 2 years or less (ISCED97 3C)",31800,32000,34400,34300,36100
"4-5 private sector","741 Electrical equipment installers and repairers","men","upper secondary education 3 years (ISCED97 3A)",29300,29700,31500,32600,31900
"4-5 private sector","741 Electrical equipment installers and repairers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",32600,31800,33000,35800,35300
"4-5 private sector","741 Electrical equipment installers and repairers","men","post-secondary education 3 years or more (ISCED97 5A)",32900,29100,33000,32900,34700
"4-5 private sector","741 Electrical equipment installers and repairers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","upper secondary education 3 years (ISCED97 3A)",26100,28600,29000,29300,24100
"4-5 private sector","741 Electrical equipment installers and repairers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","primary and secondary education 9-10 years (ISCED97 2)",30600,28900,31300,32800,33000
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","upper secondary education, 2 years or less (ISCED97 3C)",31600,31400,32200,32600,33300
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","upper secondary education 3 years (ISCED97 3A)",29800,26500,30000,30500,30000
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",28800,26700,31700,32800,34300
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","primary and secondary education 9-10 years (ISCED97 2)",25900,27300,26700,28000,28600
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","upper secondary education, 2 years or less (ISCED97 3C)",26200,26000,26600,26600,27500
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","upper secondary education 3 years (ISCED97 3A)",25400,25500,24300,27500,28400
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",27100,27200,27200,28400,28600
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","upper secondary education, 2 years or less (ISCED97 3C)",25500,25000,24900,28000,29200
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","upper secondary education 3 years (ISCED97 3A)",25800,26700,26500,27600,29200
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
