"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE32 Central Norrland","4-5 private sector","141 Primary and secondary schools and adult education managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","141 Primary and secondary schools and adult education managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","142 Preschool managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","142 Preschool managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","151 Health care managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","151 Health care managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","152 Managers in social and curative care","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","152 Managers in social and curative care","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","153 Elderly care managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","153 Elderly care managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","154 Managers and leaders within religious bodies","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","159 Other social services managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","159 Other social services managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","161 Financial and insurance managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","161 Financial and insurance managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","171 Hotel and conference managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","171 Hotel and conference managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","172 Restaurant managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","172 Restaurant managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","173 Retail and wholesale trade managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","173 Retail and wholesale trade managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","179 Other services managers not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","179 Other services managers not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","211 Physicists and chemists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","211 Physicists and chemists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","212 Mathematicians, actuaries and statisticians","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","212 Mathematicians, actuaries and statisticians","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",34400,34700,35600,36200,36900
"SE32 Central Norrland","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","214 Engineering professionals","men",39300,41100,41000,41100,43100
"SE32 Central Norrland","4-5 private sector","214 Engineering professionals","women",37700,38600,40100,41100,41600
"SE32 Central Norrland","4-5 private sector","216 Architects and surveyors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","216 Architects and surveyors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","217 Designers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","217 Designers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","218 Specialists within environmental and health protection","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","218 Specialists within environmental and health protection","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","221 Medical doctors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","221 Medical doctors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","222 Nursing professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","222 Nursing professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","223 Nursing professionals (cont.)","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","223 Nursing professionals (cont.)","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","224 Psychologists and psychotherapists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","224 Psychologists and psychotherapists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","225 Veterinarians","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","225 Veterinarians","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","226 Dentists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","226 Dentists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","228 Specialists in health care not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","228 Specialists in health care not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","231 University and higher education teachers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","231 University and higher education teachers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","232 Vocational education teachers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","232 Vocational education teachers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","233 Secondary education teachers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","233 Secondary education teachers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","234 Primary- and pre-school teachers ","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","234 Primary- and pre-school teachers ","women",..,27900,29000,30000,30300
"SE32 Central Norrland","4-5 private sector","235 Teaching professionals not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","235 Teaching professionals not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","241 Accountants, financial analysts and fund managers","men",44000,42900,46000,45200,47600
"SE32 Central Norrland","4-5 private sector","241 Accountants, financial analysts and fund managers","women",37300,36100,37500,37300,38700
"SE32 Central Norrland","4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men",42000,42500,43200,49600,47800
"SE32 Central Norrland","4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women",38100,32200,33300,..,41200
"SE32 Central Norrland","4-5 private sector","243 Marketing and public relations professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","243 Marketing and public relations professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","251 ICT architects, systems analysts and test managers","men",41400,39600,41200,40900,43200
"SE32 Central Norrland","4-5 private sector","251 ICT architects, systems analysts and test managers","women",39000,38500,40900,41900,42900
"SE32 Central Norrland","4-5 private sector","261 Legal professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","261 Legal professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","262 Museum curators and librarians and related professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","262 Museum curators and librarians and related professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","264 Authors, journalists and linguists","men",32900,32000,33600,31800,32500
"SE32 Central Norrland","4-5 private sector","264 Authors, journalists and linguists","women",..,30200,33000,30500,32300
"SE32 Central Norrland","4-5 private sector","265 Creative and performing artists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","265 Creative and performing artists","women",..,31500,32300,..,..
"SE32 Central Norrland","4-5 private sector","266 Social work and counselling professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","266 Social work and counselling professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","267 Religious professionals and deacons","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","267 Religious professionals and deacons","women",36300,38100,38400,..,..
"SE32 Central Norrland","4-5 private sector","311 Physical and engineering science technicians","men",36100,37600,35700,38100,..
"SE32 Central Norrland","4-5 private sector","311 Physical and engineering science technicians","women",33900,36100,35200,35100,33600
"SE32 Central Norrland","4-5 private sector","312 Construction and manufacturing supervisors","men",33500,38700,42800,41900,42200
"SE32 Central Norrland","4-5 private sector","312 Construction and manufacturing supervisors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","315 Ship and aircraft controllers and technicians","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","315 Ship and aircraft controllers and technicians","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","321 Medical and pharmaceutical technicians","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","321 Medical and pharmaceutical technicians","women",29500,30500,31100,31500,33900
"SE32 Central Norrland","4-5 private sector","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","324 Veterinary assistants","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","324 Veterinary assistants","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","325 Dental hygienists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","325 Dental hygienists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","331 Financial and accounting associate professionals","men",33500,33900,33400,33700,35000
"SE32 Central Norrland","4-5 private sector","331 Financial and accounting associate professionals","women",30300,30800,32200,33800,32500
"SE32 Central Norrland","4-5 private sector","332 Insurance advisers, sales and purchasing agents","men",36600,35900,37200,38300,38000
"SE32 Central Norrland","4-5 private sector","332 Insurance advisers, sales and purchasing agents","women",29600,29500,29700,31900,32700
"SE32 Central Norrland","4-5 private sector","333 Business services agents","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","333 Business services agents","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","334 Administrative and specialized secretaries","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","334 Administrative and specialized secretaries","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","335 Tax and related government associate professionals","men",30300,31900,31600,31900,33700
"SE32 Central Norrland","4-5 private sector","335 Tax and related government associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","336 Police officers ","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","336 Police officers ","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","341 Social work and religious associate professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","341 Social work and religious associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","342 Athletes, fitness instructors and recreational workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","342 Athletes, fitness instructors and recreational workers","women",27100,26900,26200,..,..
"SE32 Central Norrland","4-5 private sector","343 Photographers, interior decorators and entertainers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","343 Photographers, interior decorators and entertainers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","344 Driving instructors and other instructors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","344 Driving instructors and other instructors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","345 Culinary associate professionals","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","345 Culinary associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","351 ICT operations and user support technicians","men",31000,31300,32200,32500,31800
"SE32 Central Norrland","4-5 private sector","351 ICT operations and user support technicians","women",29400,..,30400,..,..
"SE32 Central Norrland","4-5 private sector","352 Broadcasting and audio-visual technicians","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","352 Broadcasting and audio-visual technicians","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","411 Office assistants and other secretaries","men",..,30700,28300,30100,29200
"SE32 Central Norrland","4-5 private sector","411 Office assistants and other secretaries","women",25900,27100,27300,28800,29200
"SE32 Central Norrland","4-5 private sector","421 Croupiers, debt collectors and related workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","421 Croupiers, debt collectors and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","422 Client information clerks","men",25400,24600,23500,25500,26300
"SE32 Central Norrland","4-5 private sector","422 Client information clerks","women",24300,24200,23700,25200,25600
"SE32 Central Norrland","4-5 private sector","432 Stores and transport clerks","men",25800,27000,29700,27200,27400
"SE32 Central Norrland","4-5 private sector","432 Stores and transport clerks","women",26100,26000,25200,25500,27900
"SE32 Central Norrland","4-5 private sector","441 Library and filing clerks","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","441 Library and filing clerks","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","442 Postmen and postal facility workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","442 Postmen and postal facility workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","443 Elected representatives","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","443 Elected representatives","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","511 Cabin crew, guides and related workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","511 Cabin crew, guides and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","512 Cooks and cold-buffet managers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","512 Cooks and cold-buffet managers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","513 Waiters and bartenders","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","513 Waiters and bartenders","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","514 Hairdressers, beauty and body therapists","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","515 Building caretakers and related workers","men",23500,24100,26500,25900,26500
"SE32 Central Norrland","4-5 private sector","515 Building caretakers and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","516 Other service related workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","516 Other service related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","522 Shop staff","men",26000,28000,26400,28600,29400
"SE32 Central Norrland","4-5 private sector","522 Shop staff","women",24800,25800,25700,27700,28700
"SE32 Central Norrland","4-5 private sector","523 Cashiers and related clerks","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","523 Cashiers and related clerks","women",..,..,..,25200,..
"SE32 Central Norrland","4-5 private sector","524 Event seller and telemarketers","men",..,..,30800,..,..
"SE32 Central Norrland","4-5 private sector","524 Event seller and telemarketers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","531 Child care workers and teachers aides","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","531 Child care workers and teachers aides","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","532 Personal care workers in health services","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","532 Personal care workers in health services","women",24900,25100,24500,26800,27800
"SE32 Central Norrland","4-5 private sector","533 Health care assistants","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","533 Health care assistants","women",22000,22600,..,..,..
"SE32 Central Norrland","4-5 private sector","534 Attendants, personal assistants and related workers","men",25700,25900,25900,26800,27300
"SE32 Central Norrland","4-5 private sector","534 Attendants, personal assistants and related workers","women",25700,25100,26000,26100,27400
"SE32 Central Norrland","4-5 private sector","535 Dental nurses","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","535 Dental nurses","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","541 Other surveillance and security workers","men",26900,27200,29600,30700,29600
"SE32 Central Norrland","4-5 private sector","541 Other surveillance and security workers","women",..,..,26800,27900,29100
"SE32 Central Norrland","4-5 private sector","611 Market gardeners and crop growers","men",..,25200,25700,..,..
"SE32 Central Norrland","4-5 private sector","611 Market gardeners and crop growers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","612 Animal breeders and keepers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","612 Animal breeders and keepers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","613 Mixed crop and animal breeders","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","613 Mixed crop and animal breeders","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","621 Forestry and related workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","621 Forestry and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","622 Aquaculture and fishery workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","622 Aquaculture and fishery workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","711 Carpenters, bricklayers and construction workers","men",28700,28500,31600,33800,32500
"SE32 Central Norrland","4-5 private sector","711 Carpenters, bricklayers and construction workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men",28700,31300,31300,32700,35000
"SE32 Central Norrland","4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",23900,23300,25900,..,28700
"SE32 Central Norrland","4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men",26000,29500,29900,30800,27800
"SE32 Central Norrland","4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men",26800,25600,27300,27400,27500
"SE32 Central Norrland","4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","723 Machinery mechanics and fitters","men",29000,30200,28900,28700,30200
"SE32 Central Norrland","4-5 private sector","723 Machinery mechanics and fitters","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","731 Precision-instrument makers and handicraft workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","731 Precision-instrument makers and handicraft workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","732 Printing trades workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","732 Printing trades workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","741 Electrical equipment installers and repairers","men",30900,31600,31500,31900,32400
"SE32 Central Norrland","4-5 private sector","741 Electrical equipment installers and repairers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","742 Electronics and telecommunications installers and repairers","men",35600,33700,32800,35500,34100
"SE32 Central Norrland","4-5 private sector","742 Electronics and telecommunications installers and repairers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,23500,..
"SE32 Central Norrland","4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","761 Butchers, bakers and food processors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","761 Butchers, bakers and food processors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","811 Mining and mineral processing plant operators","men",36100,36200,35400,37200,36400
"SE32 Central Norrland","4-5 private sector","811 Mining and mineral processing plant operators","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","812 Metal processing and finishing plant operators","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","812 Metal processing and finishing plant operators","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","814 Machine operators, rubber, plastic and paper products","men",26500,27800,28600,28900,28000
"SE32 Central Norrland","4-5 private sector","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","815 Machine operators, textile, fur and leather products","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","815 Machine operators, textile, fur and leather products","women",22100,23100,22900,23500,..
"SE32 Central Norrland","4-5 private sector","816 Machine operators, food and related products","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","816 Machine operators, food and related products","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","817 Wood processing and papermaking plant operators","men",32200,33000,33200,35600,36100
"SE32 Central Norrland","4-5 private sector","817 Wood processing and papermaking plant operators","women",31500,31600,31400,34300,34900
"SE32 Central Norrland","4-5 private sector","818 Other stationary plant and machine operators","men",20600,..,..,..,..
"SE32 Central Norrland","4-5 private sector","818 Other stationary plant and machine operators","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","819 Process control technicians","men",32400,32700,33600,34900,36500
"SE32 Central Norrland","4-5 private sector","819 Process control technicians","women",..,..,..,..,35300
"SE32 Central Norrland","4-5 private sector","821 Assemblers","men",25000,26400,26000,25700,26200
"SE32 Central Norrland","4-5 private sector","821 Assemblers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","831 Train operators and related workers","men",33800,34500,35400,35900,36500
"SE32 Central Norrland","4-5 private sector","831 Train operators and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","832 Car, van and motorcycle drivers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","832 Car, van and motorcycle drivers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","833 Heavy truck and bus drivers","men",27200,26800,27800,28100,28000
"SE32 Central Norrland","4-5 private sector","833 Heavy truck and bus drivers","women",..,..,..,26800,..
"SE32 Central Norrland","4-5 private sector","834 Mobile plant operators","men",28100,28700,29800,30300,31200
"SE32 Central Norrland","4-5 private sector","834 Mobile plant operators","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","835 Ships deck crews and related workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","835 Ships deck crews and related workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","911 Cleaners and helpers","men",21200,21100,23700,22900,23600
"SE32 Central Norrland","4-5 private sector","911 Cleaners and helpers","women",20600,21300,23300,23500,23500
"SE32 Central Norrland","4-5 private sector","912 Washers, window cleaners and other cleaning workers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","912 Washers, window cleaners and other cleaning workers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","921 Berry pickers and planters","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","921 Berry pickers and planters","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","931 Construction labourers","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","931 Construction labourers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","932 Manufacturing labourers","men",26000,26800,..,26800,..
"SE32 Central Norrland","4-5 private sector","932 Manufacturing labourers","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","933 Dockers and ground personnel","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","933 Dockers and ground personnel","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","941 Fast-food workers, food preparation assistants","men",18100,..,..,24500,22300
"SE32 Central Norrland","4-5 private sector","941 Fast-food workers, food preparation assistants","women",21700,..,..,20900,23300
"SE32 Central Norrland","4-5 private sector","952 Street and market vendors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","952 Street and market vendors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","961 Recycling collectors","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","961 Recycling collectors","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","962 Newspaper distributors, janitors and other service workers","men",22300,22500,22800,24800,24500
"SE32 Central Norrland","4-5 private sector","962 Newspaper distributors, janitors and other service workers","women",20700,21200,21900,22400,23000
"SE32 Central Norrland","4-5 private sector","0001 Other professions","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","0001 Other professions","women",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","0002 occupations unidentifiable","men",..,..,..,..,..
"SE32 Central Norrland","4-5 private sector","0002 occupations unidentifiable","women",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","011 Commissioned armed forces officers","men",38600,34500,..,..,..
"SE33 Upper Norrland","1-3 public sector","011 Commissioned armed forces officers","women",..,34600,..,..,..
"SE33 Upper Norrland","1-3 public sector","021 Non-commissioned armed forces officers","men",29900,26500,..,..,..
"SE33 Upper Norrland","1-3 public sector","021 Non-commissioned armed forces officers","women",28300,26400,..,..,..
"SE33 Upper Norrland","1-3 public sector","031 Armed forces occupations, other ranks","men",20700,20700,..,..,..
"SE33 Upper Norrland","1-3 public sector","031 Armed forces occupations, other ranks","women",20500,20600,..,..,..
"SE33 Upper Norrland","1-3 public sector","111 Legislators and senior officials","men",64300,66500,68100,70100,76300
"SE33 Upper Norrland","1-3 public sector","111 Legislators and senior officials","women",62700,64900,68800,71100,78700
"SE33 Upper Norrland","1-3 public sector","112 Managing directors and chief executives","men",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","112 Managing directors and chief executives","women",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","121 Finance managers","men",47500,49700,50400,52200,54200
"SE33 Upper Norrland","1-3 public sector","121 Finance managers","women",46700,48500,49900,52400,54100
"SE33 Upper Norrland","1-3 public sector","122 Human resource managers","men",45700,47500,48600,52900,54700
"SE33 Upper Norrland","1-3 public sector","122 Human resource managers","women",46900,49100,48800,50200,51400
"SE33 Upper Norrland","1-3 public sector","123 Administration and planning managers","men",39600,38800,50000,49500,57200
"SE33 Upper Norrland","1-3 public sector","123 Administration and planning managers","women",45100,48200,49800,50800,58500
"SE33 Upper Norrland","1-3 public sector","124 Information, communication and public relations managers","men",48200,52800,52400,51900,55700
"SE33 Upper Norrland","1-3 public sector","124 Information, communication and public relations managers","women",45700,47600,48300,47200,47500
"SE33 Upper Norrland","1-3 public sector","125 Sales and marketing managers","men",..,..,56700,59200,71100
"SE33 Upper Norrland","1-3 public sector","125 Sales and marketing managers","women",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","129 Administration and service managers not elsewhere classified","men",35400,36800,40400,40800,44200
"SE33 Upper Norrland","1-3 public sector","129 Administration and service managers not elsewhere classified","women",34900,35400,36000,38400,44100
"SE33 Upper Norrland","1-3 public sector","131 Information and communications technology service managers","men",46900,48900,48200,50800,52700
"SE33 Upper Norrland","1-3 public sector","131 Information and communications technology service managers","women",46900,47000,47200,49000,52300
"SE33 Upper Norrland","1-3 public sector","132 Supply, logistics and transport managers","men",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","132 Supply, logistics and transport managers","women",..,..,..,..,..
"SE33 Upper Norrland","1-3 public sector","133 Research and development managers","men",52800,59100,56100,57100,62200
"SE33 Upper Norrland","1-3 public sector","133 Research and development managers","women",51800,51600,53400,54600,54800
"SE33 Upper Norrland","1-3 public sector","134 Architectural and engineering managers","men",39200,40600,42200,43700,45200
"SE33 Upper Norrland","1-3 public sector","134 Architectural and engineering managers","women",41100,43700,46100,46800,48500
