"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","45-54 years",30900,31100,31700,32400,33600
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","55-64 years",30900,31900,32900,32900,33700
"4-5 private sector","711 Carpenters, bricklayers and construction workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","18-24 years",..,..,26200,25700,24500
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","25-34 years",..,..,28000,28700,29800
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","45-54 years",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","711 Carpenters, bricklayers and construction workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","18-24 years",25100,27100,25800,26400,30900
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","25-34 years",28900,29600,31200,33100,32600
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","35-44 years",31000,32000,33300,32900,34100
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","45-54 years",32000,32000,30400,31500,32500
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","55-64 years",30700,32100,33400,34100,34400
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","men","65-66 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","18-24 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","25-34 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","35-44 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","45-54 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","55-64 years",..,..,..,..,..
"4-5 private sector","712 Roofers, floor layers, plumbers and pipefitters","women","65-66 years",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","18-24 years",22700,24100,24500,28100,27000
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","25-34 years",27500,26900,28600,28600,28500
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","35-44 years",27900,29300,28400,31200,30000
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","45-54 years",28900,28900,29600,31300,31100
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","55-64 years",28000,28500,30000,30500,31800
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","18-24 years",24400,27700,25100,27800,27200
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","25-34 years",23500,23700,26100,27100,29400
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","45-54 years",..,..,..,25900,27000
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","18-24 years",23500,24100,25400,27200,26400
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","25-34 years",27500,27500,28300,29200,29500
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","35-44 years",28300,28500,28300,30500,29900
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","45-54 years",29000,29700,29000,30500,30700
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","55-64 years",28500,28900,29600,29700,31400
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","18-24 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","25-34 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","45-54 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","18-24 years",24700,24700,26500,27200,26700
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","25-34 years",26800,27700,28700,28500,29200
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","35-44 years",28300,28800,29500,29800,30100
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","45-54 years",28400,29100,30200,29900,30800
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","55-64 years",28300,28600,29500,30300,30000
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","18-24 years",25000,24500,28300,28800,27300
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","25-34 years",25500,26300,28300,28200,27400
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","35-44 years",26900,26900,27900,28600,27500
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","45-54 years",26900,27500,28600,28800,28800
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","55-64 years",26000,26500,27100,28100,28100
"4-5 private sector","722 Blacksmiths, toolmakers and related trades workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","men","18-24 years",23500,23800,24200,25100,26100
"4-5 private sector","723 Machinery mechanics and fitters","men","25-34 years",27000,27600,28100,28500,30300
"4-5 private sector","723 Machinery mechanics and fitters","men","35-44 years",29200,29100,29700,31000,30500
"4-5 private sector","723 Machinery mechanics and fitters","men","45-54 years",29600,30200,31200,31000,32500
"4-5 private sector","723 Machinery mechanics and fitters","men","55-64 years",29000,30000,31000,31900,31900
"4-5 private sector","723 Machinery mechanics and fitters","men","65-66 years",..,..,..,..,..
"4-5 private sector","723 Machinery mechanics and fitters","women","18-24 years",..,24600,26000,24600,26400
"4-5 private sector","723 Machinery mechanics and fitters","women","25-34 years",27400,28800,29100,28900,28800
"4-5 private sector","723 Machinery mechanics and fitters","women","35-44 years",27600,29100,..,30400,30800
"4-5 private sector","723 Machinery mechanics and fitters","women","45-54 years",29000,31000,31700,32000,30300
"4-5 private sector","723 Machinery mechanics and fitters","women","55-64 years",..,29900,29900,31100,31700
"4-5 private sector","723 Machinery mechanics and fitters","women","65-66 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","18-24 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","25-34 years",22400,22500,30700,28800,31400
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","35-44 years",29700,29400,28400,..,30100
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","45-54 years",29800,31400,30600,32000,29800
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","55-64 years",29000,29400,27200,29500,32400
"4-5 private sector","731 Precision-instrument makers and handicraft workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","18-24 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","25-34 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","35-44 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","45-54 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","731 Precision-instrument makers and handicraft workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","men","18-24 years",22700,25000,25900,25500,25400
"4-5 private sector","732 Printing trades workers","men","25-34 years",27300,28200,28600,27900,29200
"4-5 private sector","732 Printing trades workers","men","35-44 years",29700,29700,30200,30100,30900
"4-5 private sector","732 Printing trades workers","men","45-54 years",30800,30400,31800,31200,31600
"4-5 private sector","732 Printing trades workers","men","55-64 years",29400,30200,31400,31400,32000
"4-5 private sector","732 Printing trades workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","732 Printing trades workers","women","18-24 years",..,23200,23800,23900,..
"4-5 private sector","732 Printing trades workers","women","25-34 years",..,25200,26700,26000,27800
"4-5 private sector","732 Printing trades workers","women","35-44 years",26500,26300,27900,27500,30000
"4-5 private sector","732 Printing trades workers","women","45-54 years",26900,28500,27800,26600,29000
"4-5 private sector","732 Printing trades workers","women","55-64 years",25400,27400,28100,27800,29000
"4-5 private sector","732 Printing trades workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","men","18-24 years",25200,25400,26600,27200,26600
"4-5 private sector","741 Electrical equipment installers and repairers","men","25-34 years",30200,30100,32500,34300,33800
"4-5 private sector","741 Electrical equipment installers and repairers","men","35-44 years",31500,31300,33000,33600,34500
"4-5 private sector","741 Electrical equipment installers and repairers","men","45-54 years",32700,33200,35400,34500,35700
"4-5 private sector","741 Electrical equipment installers and repairers","men","55-64 years",32000,33000,33000,35400,36100
"4-5 private sector","741 Electrical equipment installers and repairers","men","65-66 years",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","18-24 years",..,27700,..,27400,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","25-34 years",..,..,31200,31300,27100
"4-5 private sector","741 Electrical equipment installers and repairers","women","35-44 years",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","45-54 years",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","55-64 years",..,..,..,..,..
"4-5 private sector","741 Electrical equipment installers and repairers","women","65-66 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","18-24 years",22500,21400,24900,25700,25200
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","25-34 years",26700,26800,29800,30500,29900
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","35-44 years",32800,33100,33000,31700,31900
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","45-54 years",33400,32700,34500,34600,35400
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","55-64 years",30600,30200,31700,32400,34300
"4-5 private sector","742 Electronics and telecommunications installers and repairers","men","65-66 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","18-24 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","25-34 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","35-44 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","45-54 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","55-64 years",..,..,..,..,..
"4-5 private sector","742 Electronics and telecommunications installers and repairers","women","65-66 years",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","18-24 years",23500,23300,24500,26500,26300
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","25-34 years",25100,24200,24500,26800,28000
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","35-44 years",26800,27600,27100,27300,27100
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","45-54 years",26900,26500,28000,27900,29400
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","55-64 years",26000,26600,23700,27700,28900
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","18-24 years",..,..,..,..,..
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","25-34 years",..,..,..,..,28300
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","35-44 years",..,..,..,..,28200
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","45-54 years",26100,27800,27500,27400,30100
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","55-64 years",24800,23600,23800,27400,29300
"4-5 private sector","752 Wood treaters, cabinet-makers and related trades workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","18-24 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","25-34 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","35-44 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","45-54 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","55-64 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","men","65-66 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","18-24 years",..,..,..,..,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","25-34 years",..,26500,26900,25500,..
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","35-44 years",24000,26800,26100,26800,27800
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","45-54 years",23800,26500,25500,26700,27400
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","55-64 years",23900,24800,25000,25700,26400
"4-5 private sector","753 Tailors, upholsterers and leather craftsmen","women","65-66 years",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","men","18-24 years",26100,24700,25700,25300,25300
"4-5 private sector","761 Butchers, bakers and food processors","men","25-34 years",23500,26200,27100,27800,27100
"4-5 private sector","761 Butchers, bakers and food processors","men","35-44 years",27900,28400,27500,27800,29000
"4-5 private sector","761 Butchers, bakers and food processors","men","45-54 years",28000,27300,28200,29000,30400
"4-5 private sector","761 Butchers, bakers and food processors","men","55-64 years",27400,27900,27700,28600,29900
"4-5 private sector","761 Butchers, bakers and food processors","men","65-66 years",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","18-24 years",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","25-34 years",..,..,24900,..,26600
"4-5 private sector","761 Butchers, bakers and food processors","women","35-44 years",..,25800,27100,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","45-54 years",..,26100,..,26700,..
"4-5 private sector","761 Butchers, bakers and food processors","women","55-64 years",..,..,..,..,..
"4-5 private sector","761 Butchers, bakers and food processors","women","65-66 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","men","18-24 years",30000,28100,30500,30400,30200
"4-5 private sector","811 Mining and mineral processing plant operators","men","25-34 years",30700,31200,32900,31900,34200
"4-5 private sector","811 Mining and mineral processing plant operators","men","35-44 years",31300,31500,32900,32600,35000
"4-5 private sector","811 Mining and mineral processing plant operators","men","45-54 years",33000,33000,34200,33900,35400
"4-5 private sector","811 Mining and mineral processing plant operators","men","55-64 years",32800,32200,34900,33500,36800
"4-5 private sector","811 Mining and mineral processing plant operators","men","65-66 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","18-24 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","25-34 years",33500,34600,35900,37600,36000
"4-5 private sector","811 Mining and mineral processing plant operators","women","35-44 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","45-54 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","55-64 years",..,..,..,..,..
"4-5 private sector","811 Mining and mineral processing plant operators","women","65-66 years",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","men","18-24 years",26200,26100,27200,28600,29500
"4-5 private sector","812 Metal processing and finishing plant operators","men","25-34 years",30300,29400,29900,30300,31500
"4-5 private sector","812 Metal processing and finishing plant operators","men","35-44 years",31200,31200,30300,31100,32000
"4-5 private sector","812 Metal processing and finishing plant operators","men","45-54 years",31000,30500,31100,32400,33100
"4-5 private sector","812 Metal processing and finishing plant operators","men","55-64 years",29700,30000,31200,32200,33000
"4-5 private sector","812 Metal processing and finishing plant operators","men","65-66 years",..,..,..,..,..
"4-5 private sector","812 Metal processing and finishing plant operators","women","18-24 years",26700,..,27900,28600,30600
"4-5 private sector","812 Metal processing and finishing plant operators","women","25-34 years",30900,31100,30500,31200,31300
"4-5 private sector","812 Metal processing and finishing plant operators","women","35-44 years",31000,31800,31300,32100,32800
"4-5 private sector","812 Metal processing and finishing plant operators","women","45-54 years",30500,29400,30600,31100,32600
"4-5 private sector","812 Metal processing and finishing plant operators","women","55-64 years",30200,28900,30200,31000,32700
"4-5 private sector","812 Metal processing and finishing plant operators","women","65-66 years",..,..,..,..,..
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","18-24 years",26700,27300,27100,27000,29600
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","25-34 years",28300,29200,30000,29700,30600
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","35-44 years",29700,30400,30800,31400,31400
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","45-54 years",30300,30700,32000,31700,32400
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","55-64 years",28900,29600,30900,31700,31800
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","men","65-66 years",..,..,..,..,..
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","18-24 years",24300,26900,..,26900,29800
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","25-34 years",26700,28200,28700,29700,30700
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","35-44 years",27400,28500,29600,29500,31200
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","45-54 years",28300,28800,29800,30200,31200
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","55-64 years",27400,28200,29700,29800,31300
"4-5 private sector","813 Machine operators, chemical and pharmaceutical products","women","65-66 years",..,..,..,..,..
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","18-24 years",24700,25500,25700,27200,27300
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","25-34 years",27100,27500,27600,28700,28800
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","35-44 years",28300,28200,28900,29900,30400
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","45-54 years",28200,28500,28900,30400,31300
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","55-64 years",27500,27900,28200,29200,30000
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","men","65-66 years",..,..,..,..,..
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","18-24 years",23500,24200,24900,25500,26800
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","25-34 years",25100,25100,25600,26800,28100
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","35-44 years",25800,26100,26200,26700,28300
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","45-54 years",26200,26600,26600,27500,29400
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","55-64 years",25800,26600,27000,27400,28700
"4-5 private sector","814 Machine operators, rubber, plastic and paper products","women","65-66 years",..,..,..,..,..
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","18-24 years",21800,22500,22100,22700,23200
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","25-34 years",24300,24100,24000,23900,25700
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","35-44 years",25100,25300,24600,24600,25100
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","45-54 years",25500,25300,25300,26200,27000
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","55-64 years",24700,25500,25500,25500,25300
"4-5 private sector","815 Machine operators, textile, fur and leather products","men","65-66 years",..,..,..,..,..
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","18-24 years",21100,22000,21500,22900,..
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","25-34 years",22200,22700,21900,23900,22900
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","35-44 years",22800,23500,23900,23700,23800
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","45-54 years",23400,23800,23800,24000,24800
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","55-64 years",22900,23500,24400,24900,25800
"4-5 private sector","815 Machine operators, textile, fur and leather products","women","65-66 years",..,..,..,..,..
"4-5 private sector","816 Machine operators, food and related products","men","18-24 years",24700,24100,24700,26100,26700
"4-5 private sector","816 Machine operators, food and related products","men","25-34 years",26100,27400,26900,27300,28100
"4-5 private sector","816 Machine operators, food and related products","men","35-44 years",27900,27800,27500,28200,29300
"4-5 private sector","816 Machine operators, food and related products","men","45-54 years",28000,26900,28000,29100,29300
"4-5 private sector","816 Machine operators, food and related products","men","55-64 years",28100,28100,28100,28700,29400
"4-5 private sector","816 Machine operators, food and related products","men","65-66 years",..,..,..,..,..
"4-5 private sector","816 Machine operators, food and related products","women","18-24 years",24100,24900,25100,26500,26200
"4-5 private sector","816 Machine operators, food and related products","women","25-34 years",25400,25900,26500,27300,28400
"4-5 private sector","816 Machine operators, food and related products","women","35-44 years",25600,26200,26500,27300,28300
"4-5 private sector","816 Machine operators, food and related products","women","45-54 years",26300,26900,26900,27400,28200
"4-5 private sector","816 Machine operators, food and related products","women","55-64 years",25700,25800,26800,27800,28800
"4-5 private sector","816 Machine operators, food and related products","women","65-66 years",..,..,..,..,..
"4-5 private sector","817 Wood processing and papermaking plant operators","men","18-24 years",26300,26600,27800,29300,30800
"4-5 private sector","817 Wood processing and papermaking plant operators","men","25-34 years",29300,29900,30000,31000,32500
"4-5 private sector","817 Wood processing and papermaking plant operators","men","35-44 years",31000,32100,31900,33100,34500
"4-5 private sector","817 Wood processing and papermaking plant operators","men","45-54 years",31300,32400,32300,33500,34700
"4-5 private sector","817 Wood processing and papermaking plant operators","men","55-64 years",30600,31500,31000,32500,34300
"4-5 private sector","817 Wood processing and papermaking plant operators","men","65-66 years",..,..,..,..,..
"4-5 private sector","817 Wood processing and papermaking plant operators","women","18-24 years",27000,27000,27000,29100,30200
"4-5 private sector","817 Wood processing and papermaking plant operators","women","25-34 years",30100,31100,31300,30400,32300
"4-5 private sector","817 Wood processing and papermaking plant operators","women","35-44 years",28100,31200,32300,33000,34000
"4-5 private sector","817 Wood processing and papermaking plant operators","women","45-54 years",29900,30700,31000,32500,33800
"4-5 private sector","817 Wood processing and papermaking plant operators","women","55-64 years",29500,30400,31300,32600,33900
"4-5 private sector","817 Wood processing and papermaking plant operators","women","65-66 years",..,..,..,..,..
"4-5 private sector","818 Other stationary plant and machine operators","men","18-24 years",22900,27000,26000,26700,27600
"4-5 private sector","818 Other stationary plant and machine operators","men","25-34 years",27000,27500,27900,28300,29100
"4-5 private sector","818 Other stationary plant and machine operators","men","35-44 years",27900,28200,28800,29600,29900
"4-5 private sector","818 Other stationary plant and machine operators","men","45-54 years",26800,29400,30300,30400,30700
"4-5 private sector","818 Other stationary plant and machine operators","men","55-64 years",27800,28000,29000,30500,30500
"4-5 private sector","818 Other stationary plant and machine operators","men","65-66 years",..,..,..,..,..
"4-5 private sector","818 Other stationary plant and machine operators","women","18-24 years",23500,25500,27000,28000,28600
"4-5 private sector","818 Other stationary plant and machine operators","women","25-34 years",26000,26700,25400,26800,27100
"4-5 private sector","818 Other stationary plant and machine operators","women","35-44 years",25900,26700,27000,27800,27700
"4-5 private sector","818 Other stationary plant and machine operators","women","45-54 years",26300,26400,27100,28100,27900
"4-5 private sector","818 Other stationary plant and machine operators","women","55-64 years",25800,26900,27500,26900,27700
"4-5 private sector","818 Other stationary plant and machine operators","women","65-66 years",..,..,..,..,..
"4-5 private sector","819 Process control technicians","men","18-24 years",27400,28100,28700,30100,30500
"4-5 private sector","819 Process control technicians","men","25-34 years",31200,31000,32700,33200,34000
"4-5 private sector","819 Process control technicians","men","35-44 years",31900,31500,33800,34700,35300
"4-5 private sector","819 Process control technicians","men","45-54 years",32400,32200,34200,35000,35700
"4-5 private sector","819 Process control technicians","men","55-64 years",31900,32200,34400,35100,35400
"4-5 private sector","819 Process control technicians","men","65-66 years",..,..,..,..,..
"4-5 private sector","819 Process control technicians","women","18-24 years",28700,27500,29100,30100,30200
"4-5 private sector","819 Process control technicians","women","25-34 years",30700,30400,31800,32000,32500
"4-5 private sector","819 Process control technicians","women","35-44 years",32400,30300,32400,33100,33100
"4-5 private sector","819 Process control technicians","women","45-54 years",30700,30700,32700,33600,33900
"4-5 private sector","819 Process control technicians","women","55-64 years",29400,28900,30700,31500,32900
"4-5 private sector","819 Process control technicians","women","65-66 years",..,..,..,..,..
"4-5 private sector","821 Assemblers","men","18-24 years",23400,25500,25800,27000,29900
"4-5 private sector","821 Assemblers","men","25-34 years",26100,27100,27000,27800,28900
"4-5 private sector","821 Assemblers","men","35-44 years",27600,27900,28500,28800,29900
"4-5 private sector","821 Assemblers","men","45-54 years",28000,28400,28500,28900,29700
"4-5 private sector","821 Assemblers","men","55-64 years",27500,28000,28500,29200,29900
"4-5 private sector","821 Assemblers","men","65-66 years",..,..,..,..,..
"4-5 private sector","821 Assemblers","women","18-24 years",23900,25700,26600,27500,31400
"4-5 private sector","821 Assemblers","women","25-34 years",24700,25700,25700,26500,28600
"4-5 private sector","821 Assemblers","women","35-44 years",25600,25800,25700,26100,27700
"4-5 private sector","821 Assemblers","women","45-54 years",25800,26100,26300,27000,27600
"4-5 private sector","821 Assemblers","women","55-64 years",25100,25500,25700,26600,27000
"4-5 private sector","821 Assemblers","women","65-66 years",..,..,..,..,..
"4-5 private sector","831 Train operators and related workers","men","18-24 years",..,..,..,29100,30600
"4-5 private sector","831 Train operators and related workers","men","25-34 years",33400,34200,35200,33600,34900
"4-5 private sector","831 Train operators and related workers","men","35-44 years",34100,34500,35600,35200,36700
"4-5 private sector","831 Train operators and related workers","men","45-54 years",33900,34800,35800,35800,36500
"4-5 private sector","831 Train operators and related workers","men","55-64 years",33400,35200,36300,36400,37500
"4-5 private sector","831 Train operators and related workers","men","65-66 years",..,..,..,..,..
"4-5 private sector","831 Train operators and related workers","women","18-24 years",..,..,..,..,..
"4-5 private sector","831 Train operators and related workers","women","25-34 years",31800,32600,33400,32800,34500
"4-5 private sector","831 Train operators and related workers","women","35-44 years",33200,33700,35500,35000,36100
"4-5 private sector","831 Train operators and related workers","women","45-54 years",32900,35100,34400,35000,36400
"4-5 private sector","831 Train operators and related workers","women","55-64 years",..,..,..,..,..
"4-5 private sector","831 Train operators and related workers","women","65-66 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","men","18-24 years",..,20900,25800,24200,25400
"4-5 private sector","832 Car, van and motorcycle drivers","men","25-34 years",22200,23700,23700,27400,28500
"4-5 private sector","832 Car, van and motorcycle drivers","men","35-44 years",24800,24900,23300,31600,27800
"4-5 private sector","832 Car, van and motorcycle drivers","men","45-54 years",..,23200,21900,25100,27100
"4-5 private sector","832 Car, van and motorcycle drivers","men","55-64 years",22500,23000,22600,24700,25700
"4-5 private sector","832 Car, van and motorcycle drivers","men","65-66 years",..,..,..,..,..
"4-5 private sector","832 Car, van and motorcycle drivers","women","18-24 years",..,..,..,..,..
