"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","45-54 years",29000,29700,29000,30500,30700
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","55-64 years",28500,29000,29600,29900,30600
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","18-24 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","25-34 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","35-44 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","45-54 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","55-64 years",..,..,..,..,..
"0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","18-24 years",24700,24700,26500,27200,26700
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","25-34 years",26800,27700,28700,28500,29200
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","35-44 years",28300,28800,29500,29800,30100
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","45-54 years",28400,29100,30200,29900,30800
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","55-64 years",28400,28600,29500,30300,30200
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men","65-66 years",27000,..,29400,30600,26800
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","18-24 years",25000,24500,28300,28800,27300
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","25-34 years",25500,26300,28300,28200,27400
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","35-44 years",26900,26900,27900,28600,27500
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","45-54 years",26900,27500,28600,28800,28800
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","55-64 years",25900,26600,27100,28100,28000
"0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women","65-66 years",..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","men","18-24 years",23500,23800,24200,25100,26100
"0 all sectors","723 Machinery mechanics and fitters","men","25-34 years",27000,27600,28100,28500,30300
"0 all sectors","723 Machinery mechanics and fitters","men","35-44 years",29100,29000,29600,31000,30500
"0 all sectors","723 Machinery mechanics and fitters","men","45-54 years",29600,30100,31200,31000,32500
"0 all sectors","723 Machinery mechanics and fitters","men","55-64 years",29000,29900,31000,32000,32000
"0 all sectors","723 Machinery mechanics and fitters","men","65-66 years",27000,31100,29300,29600,29900
"0 all sectors","723 Machinery mechanics and fitters","women","18-24 years",23500,24600,26000,24600,26400
"0 all sectors","723 Machinery mechanics and fitters","women","25-34 years",27400,28800,29000,28800,28800
"0 all sectors","723 Machinery mechanics and fitters","women","35-44 years",27500,29000,..,30300,30800
"0 all sectors","723 Machinery mechanics and fitters","women","45-54 years",28900,30900,31600,32000,30300
"0 all sectors","723 Machinery mechanics and fitters","women","55-64 years",..,29800,29900,30900,31500
"0 all sectors","723 Machinery mechanics and fitters","women","65-66 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","18-24 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","25-34 years",22600,22700,30400,28800,30900
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","35-44 years",29500,29400,28600,29700,30200
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","45-54 years",29400,30800,30400,31500,30000
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","55-64 years",28900,29300,27500,29800,32100
"0 all sectors","731 Precision-instrument makers and handicraft workers","men","65-66 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","18-24 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","25-34 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","35-44 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","45-54 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","55-64 years",..,..,..,..,..
"0 all sectors","731 Precision-instrument makers and handicraft workers","women","65-66 years",..,..,..,..,..
"0 all sectors","732 Printing trades workers","men","18-24 years",22700,25000,25900,25500,25400
"0 all sectors","732 Printing trades workers","men","25-34 years",27300,28200,28600,27900,29200
"0 all sectors","732 Printing trades workers","men","35-44 years",29700,29700,30200,30100,30900
"0 all sectors","732 Printing trades workers","men","45-54 years",30700,30400,31700,31200,31600
"0 all sectors","732 Printing trades workers","men","55-64 years",29500,30200,31400,31400,31900
"0 all sectors","732 Printing trades workers","men","65-66 years",..,..,..,..,..
"0 all sectors","732 Printing trades workers","women","18-24 years",..,23200,23800,23900,..
"0 all sectors","732 Printing trades workers","women","25-34 years",23900,25300,26700,26100,27800
"0 all sectors","732 Printing trades workers","women","35-44 years",26500,26300,28000,27500,30000
"0 all sectors","732 Printing trades workers","women","45-54 years",27000,28600,27900,26800,29100
"0 all sectors","732 Printing trades workers","women","55-64 years",25400,27600,28100,27900,29100
"0 all sectors","732 Printing trades workers","women","65-66 years",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","men","18-24 years",25200,25400,26600,27200,26600
"0 all sectors","741 Electrical equipment installers and repairers","men","25-34 years",30200,30100,32400,34300,33800
"0 all sectors","741 Electrical equipment installers and repairers","men","35-44 years",31500,31300,33000,33600,34500
"0 all sectors","741 Electrical equipment installers and repairers","men","45-54 years",32700,33200,35400,34500,35700
"0 all sectors","741 Electrical equipment installers and repairers","men","55-64 years",32000,33200,33000,35400,36100
"0 all sectors","741 Electrical equipment installers and repairers","men","65-66 years",31900,28500,32700,35200,35200
"0 all sectors","741 Electrical equipment installers and repairers","women","18-24 years",..,27700,..,27400,..
"0 all sectors","741 Electrical equipment installers and repairers","women","25-34 years",..,..,31200,31300,27200
"0 all sectors","741 Electrical equipment installers and repairers","women","35-44 years",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","45-54 years",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","55-64 years",..,..,..,..,..
"0 all sectors","741 Electrical equipment installers and repairers","women","65-66 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","18-24 years",22500,21400,24900,25700,25200
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","25-34 years",26700,26800,29800,30500,30000
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","35-44 years",32600,32800,33000,31700,31900
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","45-54 years",33200,32500,34500,34600,35400
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","55-64 years",30600,30100,31700,32500,34300
"0 all sectors","742 Electronics and telecommunications installers and repairers","men","65-66 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","18-24 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","25-34 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","35-44 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","45-54 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","55-64 years",..,..,..,..,..
"0 all sectors","742 Electronics and telecommunications installers and repairers","women","65-66 years",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","18-24 years",23500,23300,24500,26500,26300
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","25-34 years",25100,24200,24500,26800,28000
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","35-44 years",26800,27600,27100,27300,27100
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","45-54 years",26900,26500,28000,27900,29400
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","55-64 years",26000,26600,23600,27700,28900
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men","65-66 years",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","18-24 years",..,..,..,..,..
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","25-34 years",..,..,..,..,28300
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","35-44 years",..,..,..,..,28200
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","45-54 years",26100,27800,27500,27400,30100
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","55-64 years",24700,..,23700,27400,29200
"0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women","65-66 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","18-24 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","25-34 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","35-44 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","45-54 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","55-64 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","men","65-66 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","18-24 years",..,..,..,..,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","25-34 years",..,26500,26900,25500,..
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","35-44 years",24000,26700,26100,26800,27800
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","45-54 years",23800,26500,25500,26700,27400
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","55-64 years",23800,24700,25000,25800,26400
"0 all sectors","753 Tailors, upholsterers and leather craftsmen","women","65-66 years",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","men","18-24 years",26100,24700,25700,25300,25300
"0 all sectors","761 Butchers, bakers and food processors","men","25-34 years",23500,26200,27100,27800,27100
"0 all sectors","761 Butchers, bakers and food processors","men","35-44 years",27900,28400,27500,27800,29000
"0 all sectors","761 Butchers, bakers and food processors","men","45-54 years",28000,27300,28200,29000,30400
"0 all sectors","761 Butchers, bakers and food processors","men","55-64 years",27600,28000,27700,28600,29900
"0 all sectors","761 Butchers, bakers and food processors","men","65-66 years",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","18-24 years",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","25-34 years",..,..,24900,..,26600
"0 all sectors","761 Butchers, bakers and food processors","women","35-44 years",..,25800,27100,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","45-54 years",..,26100,..,26700,..
"0 all sectors","761 Butchers, bakers and food processors","women","55-64 years",..,..,..,..,..
"0 all sectors","761 Butchers, bakers and food processors","women","65-66 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","men","18-24 years",30000,28100,30500,30400,30200
"0 all sectors","811 Mining and mineral processing plant operators","men","25-34 years",30700,31200,32900,31900,34200
"0 all sectors","811 Mining and mineral processing plant operators","men","35-44 years",31300,31500,32900,32600,35000
"0 all sectors","811 Mining and mineral processing plant operators","men","45-54 years",33000,33000,34200,33900,35400
"0 all sectors","811 Mining and mineral processing plant operators","men","55-64 years",32900,32300,35000,33600,37000
"0 all sectors","811 Mining and mineral processing plant operators","men","65-66 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","18-24 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","25-34 years",33500,34600,35900,37600,36000
"0 all sectors","811 Mining and mineral processing plant operators","women","35-44 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","45-54 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","55-64 years",..,..,..,..,..
"0 all sectors","811 Mining and mineral processing plant operators","women","65-66 years",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","men","18-24 years",26200,26100,27200,28600,29500
"0 all sectors","812 Metal processing and finishing plant operators","men","25-34 years",30300,29400,29900,30300,31500
"0 all sectors","812 Metal processing and finishing plant operators","men","35-44 years",31200,31200,30300,31100,32000
"0 all sectors","812 Metal processing and finishing plant operators","men","45-54 years",31000,30500,31100,32400,33100
"0 all sectors","812 Metal processing and finishing plant operators","men","55-64 years",30500,31000,31200,32300,33000
"0 all sectors","812 Metal processing and finishing plant operators","men","65-66 years",..,..,..,..,..
"0 all sectors","812 Metal processing and finishing plant operators","women","18-24 years",26700,..,27900,28600,30600
"0 all sectors","812 Metal processing and finishing plant operators","women","25-34 years",30900,31100,30500,31200,31300
"0 all sectors","812 Metal processing and finishing plant operators","women","35-44 years",31000,31800,31300,32100,32800
"0 all sectors","812 Metal processing and finishing plant operators","women","45-54 years",30500,29400,30600,31100,32600
"0 all sectors","812 Metal processing and finishing plant operators","women","55-64 years",30100,28900,30200,31000,32700
"0 all sectors","812 Metal processing and finishing plant operators","women","65-66 years",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","18-24 years",26700,27300,27100,27000,29600
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","25-34 years",28300,29200,30000,29700,30600
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","35-44 years",29700,30400,30800,31400,31400
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","45-54 years",30300,30700,32000,31700,32400
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","55-64 years",28800,29600,30900,31700,31800
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","men","65-66 years",..,..,..,..,..
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","18-24 years",24300,26900,..,26900,29800
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","25-34 years",26700,28200,28700,29700,30700
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","35-44 years",27400,28500,29600,29500,31200
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","45-54 years",28300,28800,29800,30200,31200
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","55-64 years",27400,28200,29700,29900,31300
"0 all sectors","813 Machine operators, chemical and pharmaceutical products","women","65-66 years",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","18-24 years",24700,25500,25700,27200,27300
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","25-34 years",27100,27500,27600,28700,28800
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","35-44 years",28300,28200,28900,29900,30400
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","45-54 years",28200,28500,28900,30400,31300
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","55-64 years",27600,27900,28200,29300,30200
"0 all sectors","814 Machine operators, rubber, plastic and paper products","men","65-66 years",..,..,..,..,..
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","18-24 years",23500,24200,24900,25500,26800
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","25-34 years",25100,25100,25600,26800,28100
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","35-44 years",25800,26100,26200,26700,28300
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","45-54 years",26200,26600,26600,27500,29400
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","55-64 years",25900,26600,27000,27400,28800
"0 all sectors","814 Machine operators, rubber, plastic and paper products","women","65-66 years",..,..,..,..,..
"0 all sectors","815 Machine operators, textile, fur and leather products","men","18-24 years",21400,22000,21800,22500,23000
"0 all sectors","815 Machine operators, textile, fur and leather products","men","25-34 years",24100,24000,23800,23800,25400
"0 all sectors","815 Machine operators, textile, fur and leather products","men","35-44 years",25000,25200,24600,24600,25000
"0 all sectors","815 Machine operators, textile, fur and leather products","men","45-54 years",25400,25200,25300,26100,26900
"0 all sectors","815 Machine operators, textile, fur and leather products","men","55-64 years",24600,25400,25500,25400,26000
"0 all sectors","815 Machine operators, textile, fur and leather products","men","65-66 years",..,..,..,..,..
"0 all sectors","815 Machine operators, textile, fur and leather products","women","18-24 years",20600,21600,21000,22200,22000
"0 all sectors","815 Machine operators, textile, fur and leather products","women","25-34 years",22300,22600,22000,23700,23000
"0 all sectors","815 Machine operators, textile, fur and leather products","women","35-44 years",22800,23600,24000,23700,23900
"0 all sectors","815 Machine operators, textile, fur and leather products","women","45-54 years",23400,23800,23800,24000,24900
"0 all sectors","815 Machine operators, textile, fur and leather products","women","55-64 years",22900,23500,24400,24800,25700
"0 all sectors","815 Machine operators, textile, fur and leather products","women","65-66 years",..,..,..,..,..
"0 all sectors","816 Machine operators, food and related products","men","18-24 years",24700,24100,24700,26100,26700
"0 all sectors","816 Machine operators, food and related products","men","25-34 years",26100,27400,26900,27300,28100
"0 all sectors","816 Machine operators, food and related products","men","35-44 years",27900,27800,27500,28200,29300
"0 all sectors","816 Machine operators, food and related products","men","45-54 years",28000,26900,28000,29100,29300
"0 all sectors","816 Machine operators, food and related products","men","55-64 years",28000,28100,28000,28700,29400
"0 all sectors","816 Machine operators, food and related products","men","65-66 years",..,..,..,..,..
"0 all sectors","816 Machine operators, food and related products","women","18-24 years",24100,24900,25100,26500,26200
"0 all sectors","816 Machine operators, food and related products","women","25-34 years",25400,25900,26500,27300,28400
"0 all sectors","816 Machine operators, food and related products","women","35-44 years",25600,26200,26500,27300,28300
"0 all sectors","816 Machine operators, food and related products","women","45-54 years",26300,26900,26900,27400,28200
"0 all sectors","816 Machine operators, food and related products","women","55-64 years",25700,25800,27200,27800,28800
"0 all sectors","816 Machine operators, food and related products","women","65-66 years",..,..,..,..,..
"0 all sectors","817 Wood processing and papermaking plant operators","men","18-24 years",26300,26600,27800,29300,30800
"0 all sectors","817 Wood processing and papermaking plant operators","men","25-34 years",29300,29900,30000,31000,32500
"0 all sectors","817 Wood processing and papermaking plant operators","men","35-44 years",31000,32100,31900,33100,34500
"0 all sectors","817 Wood processing and papermaking plant operators","men","45-54 years",31300,32400,32300,33500,34700
"0 all sectors","817 Wood processing and papermaking plant operators","men","55-64 years",30700,31500,31000,32500,34300
"0 all sectors","817 Wood processing and papermaking plant operators","men","65-66 years",..,..,..,..,..
"0 all sectors","817 Wood processing and papermaking plant operators","women","18-24 years",27000,27000,27000,29100,30200
"0 all sectors","817 Wood processing and papermaking plant operators","women","25-34 years",30100,31100,31300,30400,32300
"0 all sectors","817 Wood processing and papermaking plant operators","women","35-44 years",28100,31200,32300,33000,34000
"0 all sectors","817 Wood processing and papermaking plant operators","women","45-54 years",29900,30700,31000,32500,33800
"0 all sectors","817 Wood processing and papermaking plant operators","women","55-64 years",29500,30400,31300,32600,33800
"0 all sectors","817 Wood processing and papermaking plant operators","women","65-66 years",..,..,..,..,..
"0 all sectors","818 Other stationary plant and machine operators","men","18-24 years",22900,27000,26000,26700,27600
"0 all sectors","818 Other stationary plant and machine operators","men","25-34 years",27000,27500,27900,28300,29100
"0 all sectors","818 Other stationary plant and machine operators","men","35-44 years",27900,28200,28800,29600,29900
"0 all sectors","818 Other stationary plant and machine operators","men","45-54 years",26800,29400,30300,30400,30700
"0 all sectors","818 Other stationary plant and machine operators","men","55-64 years",27800,28100,29000,30500,30900
"0 all sectors","818 Other stationary plant and machine operators","men","65-66 years",..,..,..,..,..
"0 all sectors","818 Other stationary plant and machine operators","women","18-24 years",23500,25500,27000,28000,28600
"0 all sectors","818 Other stationary plant and machine operators","women","25-34 years",26000,26700,25400,26800,27100
"0 all sectors","818 Other stationary plant and machine operators","women","35-44 years",25900,26700,27000,27800,27700
"0 all sectors","818 Other stationary plant and machine operators","women","45-54 years",26300,26400,27100,28100,27900
"0 all sectors","818 Other stationary plant and machine operators","women","55-64 years",25900,27000,27600,26900,27600
"0 all sectors","818 Other stationary plant and machine operators","women","65-66 years",..,..,..,..,..
"0 all sectors","819 Process control technicians","men","18-24 years",26900,27700,28100,29800,30200
"0 all sectors","819 Process control technicians","men","25-34 years",30700,30600,32200,32700,33300
"0 all sectors","819 Process control technicians","men","35-44 years",31300,31200,33000,33900,34400
"0 all sectors","819 Process control technicians","men","45-54 years",31600,31700,33300,34100,34700
"0 all sectors","819 Process control technicians","men","55-64 years",30700,31300,33000,33900,34200
"0 all sectors","819 Process control technicians","men","65-66 years",31100,30000,33400,31100,33200
"0 all sectors","819 Process control technicians","women","18-24 years",28100,27200,28700,29800,29800
"0 all sectors","819 Process control technicians","women","25-34 years",30200,30000,31000,31600,31900
"0 all sectors","819 Process control technicians","women","35-44 years",31600,30100,31900,32400,32500
"0 all sectors","819 Process control technicians","women","45-54 years",30400,30400,32000,33000,33100
"0 all sectors","819 Process control technicians","women","55-64 years",29200,29100,30700,31300,32400
"0 all sectors","819 Process control technicians","women","65-66 years",..,..,..,..,..
"0 all sectors","821 Assemblers","men","18-24 years",23400,25500,25800,27000,29900
"0 all sectors","821 Assemblers","men","25-34 years",26100,27100,27000,27800,28900
"0 all sectors","821 Assemblers","men","35-44 years",27600,27900,28500,28800,29900
"0 all sectors","821 Assemblers","men","45-54 years",28000,28400,28500,28900,29700
"0 all sectors","821 Assemblers","men","55-64 years",27500,28000,28600,29200,29800
"0 all sectors","821 Assemblers","men","65-66 years",..,..,..,27600,30800
"0 all sectors","821 Assemblers","women","18-24 years",23900,25700,26600,27500,31400
"0 all sectors","821 Assemblers","women","25-34 years",24700,25700,25700,26500,28600
"0 all sectors","821 Assemblers","women","35-44 years",25600,25800,25700,26100,27700
"0 all sectors","821 Assemblers","women","45-54 years",25800,26100,26300,27000,27600
"0 all sectors","821 Assemblers","women","55-64 years",25100,25500,25700,26600,26900
"0 all sectors","821 Assemblers","women","65-66 years",..,..,..,..,..
"0 all sectors","831 Train operators and related workers","men","18-24 years",..,..,..,29100,30600
"0 all sectors","831 Train operators and related workers","men","25-34 years",33400,34200,35200,33600,34900
"0 all sectors","831 Train operators and related workers","men","35-44 years",34100,34500,35600,35200,36700
"0 all sectors","831 Train operators and related workers","men","45-54 years",33900,34800,35800,35800,36500
"0 all sectors","831 Train operators and related workers","men","55-64 years",33400,35100,36300,36400,37300
"0 all sectors","831 Train operators and related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","831 Train operators and related workers","women","18-24 years",..,..,..,..,..
"0 all sectors","831 Train operators and related workers","women","25-34 years",31800,32600,33400,32800,34500
"0 all sectors","831 Train operators and related workers","women","35-44 years",33200,33700,35500,35000,36100
"0 all sectors","831 Train operators and related workers","women","45-54 years",32900,35100,34400,35000,36400
"0 all sectors","831 Train operators and related workers","women","55-64 years",..,..,..,..,..
"0 all sectors","831 Train operators and related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","men","18-24 years",22700,21000,25500,24200,25300
"0 all sectors","832 Car, van and motorcycle drivers","men","25-34 years",22400,23900,23800,27400,28400
"0 all sectors","832 Car, van and motorcycle drivers","men","35-44 years",24800,24900,23700,30900,27700
"0 all sectors","832 Car, van and motorcycle drivers","men","45-54 years",22700,23700,22500,25500,27200
"0 all sectors","832 Car, van and motorcycle drivers","men","55-64 years",22400,23200,23600,25600,26100
"0 all sectors","832 Car, van and motorcycle drivers","men","65-66 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","women","18-24 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","women","25-34 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","women","35-44 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","women","45-54 years",..,..,..,23700,..
"0 all sectors","832 Car, van and motorcycle drivers","women","55-64 years",..,..,..,..,..
"0 all sectors","832 Car, van and motorcycle drivers","women","65-66 years",..,..,..,..,..
"0 all sectors","833 Heavy truck and bus drivers","men","18-24 years",25600,25600,27300,27800,28000
"0 all sectors","833 Heavy truck and bus drivers","men","25-34 years",26500,26900,27400,27800,28400
"0 all sectors","833 Heavy truck and bus drivers","men","35-44 years",27000,27500,27500,28100,28300
"0 all sectors","833 Heavy truck and bus drivers","men","45-54 years",26500,27100,27700,28400,28800
"0 all sectors","833 Heavy truck and bus drivers","men","55-64 years",26400,27100,27400,28000,28300
"0 all sectors","833 Heavy truck and bus drivers","men","65-66 years",26500,27200,27700,28000,28700
"0 all sectors","833 Heavy truck and bus drivers","women","18-24 years",25700,25600,25700,27500,28500
"0 all sectors","833 Heavy truck and bus drivers","women","25-34 years",25200,26600,26900,28300,29400
"0 all sectors","833 Heavy truck and bus drivers","women","35-44 years",25900,27200,26500,27000,27300
"0 all sectors","833 Heavy truck and bus drivers","women","45-54 years",26100,27900,28100,27100,27500
"0 all sectors","833 Heavy truck and bus drivers","women","55-64 years",26400,27800,27700,27500,28300
"0 all sectors","833 Heavy truck and bus drivers","women","65-66 years",..,..,..,..,..
"0 all sectors","834 Mobile plant operators","men","18-24 years",25100,26900,26500,27900,29700
"0 all sectors","834 Mobile plant operators","men","25-34 years",27800,28100,28700,29400,30500
"0 all sectors","834 Mobile plant operators","men","35-44 years",28300,29700,30100,30900,32200
"0 all sectors","834 Mobile plant operators","men","45-54 years",29400,30200,30700,31800,32000
"0 all sectors","834 Mobile plant operators","men","55-64 years",29000,28900,30300,31200,32100
"0 all sectors","834 Mobile plant operators","men","65-66 years",..,..,..,..,31400
"0 all sectors","834 Mobile plant operators","women","18-24 years",26500,26300,28800,29400,27500
"0 all sectors","834 Mobile plant operators","women","25-34 years",29900,29600,27800,29900,31000
"0 all sectors","834 Mobile plant operators","women","35-44 years",27900,31300,29700,31700,31600
"0 all sectors","834 Mobile plant operators","women","45-54 years",27200,31400,30000,30900,32100
"0 all sectors","834 Mobile plant operators","women","55-64 years",27900,29100,29400,30600,30800
"0 all sectors","834 Mobile plant operators","women","65-66 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","men","18-24 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","men","25-34 years",..,..,..,30400,30500
"0 all sectors","835 Ships deck crews and related workers","men","35-44 years",..,..,..,32400,33100
"0 all sectors","835 Ships deck crews and related workers","men","45-54 years",..,..,34600,35400,35300
"0 all sectors","835 Ships deck crews and related workers","men","55-64 years",..,..,34800,35200,36000
"0 all sectors","835 Ships deck crews and related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","18-24 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","25-34 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","35-44 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","45-54 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","55-64 years",..,..,..,..,..
"0 all sectors","835 Ships deck crews and related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","911 Cleaners and helpers","men","18-24 years",21600,22500,22700,22600,23700
"0 all sectors","911 Cleaners and helpers","men","25-34 years",22500,23100,23200,23800,24000
"0 all sectors","911 Cleaners and helpers","men","35-44 years",22300,22900,23500,24200,24600
"0 all sectors","911 Cleaners and helpers","men","45-54 years",22700,23300,24200,23700,24300
"0 all sectors","911 Cleaners and helpers","men","55-64 years",22900,23400,24200,24000,24600
"0 all sectors","911 Cleaners and helpers","men","65-66 years",..,..,..,..,24300
"0 all sectors","911 Cleaners and helpers","women","18-24 years",20300,21000,20900,20900,21300
"0 all sectors","911 Cleaners and helpers","women","25-34 years",21100,21500,22100,22200,22500
"0 all sectors","911 Cleaners and helpers","women","35-44 years",21200,21800,22500,22400,23100
"0 all sectors","911 Cleaners and helpers","women","45-54 years",22100,22500,23200,22900,23500
