"sector","occupational group (SSYK)","sex","age","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women","25-34 years",..,..,..,..,22000,..,..,..,..,..
"0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women","35-44 years",..,..,..,21100,..,..,..,..,24000,..
"0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men","18-24 years",18000,19100,19500,20900,20700,21300,20300,22300,22100,23200
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men","25-34 years",21300,21600,22500,23500,25200,24900,26400,26500,27100,26700
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men","35-44 years",22000,22500,23200,24000,24900,25800,25300,27100,29900,29400
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men","45-54 years",22000,22800,23000,23700,25200,25200,25900,27000,28400,28800
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men","55-64 years",21300,22400,22500,23400,24300,24900,25200,26100,27500,28500
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women","35-44 years",19700,..,..,..,..,..,..,..,..,..
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","723 Machinery mechanics and fitters","men","18-24 years",17800,18600,18600,20100,20600,21200,21200,21700,23200,23100
"0 all sectors","723 Machinery mechanics and fitters","men","25-34 years",20800,21400,22100,23700,23700,24400,24300,25100,26400,26700
"0 all sectors","723 Machinery mechanics and fitters","men","35-44 years",21600,22300,23100,24300,24700,25300,25700,27000,27900,28600
"0 all sectors","723 Machinery mechanics and fitters","men","45-54 years",21800,22500,23300,24500,25200,26000,26300,27400,28800,28200
"0 all sectors","723 Machinery mechanics and fitters","men","55-64 years",21400,22000,22700,23700,24300,25300,26000,26800,27800,28200
"0 all sectors","723 Machinery mechanics and fitters","women","18-24 years",..,..,..,21900,21400,22100,21200,22500,..,22600
"0 all sectors","723 Machinery mechanics and fitters","women","25-34 years",..,..,19600,21600,23300,24600,24700,24800,26200,26500
"0 all sectors","723 Machinery mechanics and fitters","women","35-44 years",19800,20400,20800,22500,23600,23800,25300,25500,27100,26000
"0 all sectors","723 Machinery mechanics and fitters","women","45-54 years",..,..,..,22000,23100,23900,24400,25300,26900,26400
"0 all sectors","723 Machinery mechanics and fitters","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men","18-24 years",18100,18200,18900,19600,19900,22600,23600,24000,24200,25100
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men","25-34 years",21900,22100,22900,23200,25300,26100,25800,24600,28700,28500
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men","35-44 years",23100,23900,24300,25200,26400,27100,27400,29900,30800,29600
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men","45-54 years",22700,23300,24300,25000,25900,27100,27500,29100,30600,31500
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men","55-64 years",22500,23600,24200,24800,26200,26600,27200,28300,29100,29200
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women","18-24 years",..,15900,17100,17600,18800,20800,24200,25700,25800,23500
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women","25-34 years",19200,19000,20100,19600,21100,23200,24800,24800,24500,26200
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women","35-44 years",20000,20600,21400,21600,22500,23500,24900,25000,25800,24300
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women","45-54 years",19600,20600,21500,21500,22600,24600,25200,25300,26100,26000
"0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women","55-64 years",..,..,..,..,21500,24000,..,..,..,..
"0 all sectors","731 Precision workers in metal and related materials","men","18-24 years",..,..,..,..,..,..,..,..,..,23700
"0 all sectors","731 Precision workers in metal and related materials","men","25-34 years",18600,20300,22800,21100,22400,24700,24400,25400,25600,23600
"0 all sectors","731 Precision workers in metal and related materials","men","35-44 years",22900,23000,25100,24100,25600,24300,25600,28100,28400,26800
"0 all sectors","731 Precision workers in metal and related materials","men","45-54 years",20800,21300,23000,23200,25000,26500,26400,26700,27800,29200
"0 all sectors","731 Precision workers in metal and related materials","men","55-64 years",20100,20200,22500,23300,24300,25200,25100,25700,26800,28100
"0 all sectors","731 Precision workers in metal and related materials","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","731 Precision workers in metal and related materials","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","731 Precision workers in metal and related materials","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","731 Precision workers in metal and related materials","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","731 Precision workers in metal and related materials","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","men","35-44 years",21900,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","men","45-54 years",21600,..,21000,23400,23600,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","men","55-64 years",21100,20800,20700,22900,25000,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","732 Potters, glass-makers and related trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","734 Craft printing and related trades workers","men","18-24 years",18800,18400,..,..,18700,19700,..,..,..,..
"0 all sectors","734 Craft printing and related trades workers","men","25-34 years",21000,21200,22200,25200,25100,24200,24300,23700,..,25400
"0 all sectors","734 Craft printing and related trades workers","men","35-44 years",24100,24200,24800,24700,26300,27200,25800,26000,28200,28800
"0 all sectors","734 Craft printing and related trades workers","men","45-54 years",21600,22800,23500,24600,26400,26500,27300,27900,27200,27300
"0 all sectors","734 Craft printing and related trades workers","men","55-64 years",22200,23800,22500,23100,25000,27100,27000,30000,27300,26600
"0 all sectors","734 Craft printing and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,18400
"0 all sectors","734 Craft printing and related trades workers","women","25-34 years",19900,20200,20800,21400,23400,23600,21800,..,..,23400
"0 all sectors","734 Craft printing and related trades workers","women","35-44 years",21100,21100,21900,23300,23500,24300,24400,24600,..,24400
"0 all sectors","734 Craft printing and related trades workers","women","45-54 years",20000,20100,21600,21800,24700,24000,25700,24800,24900,26100
"0 all sectors","734 Craft printing and related trades workers","women","55-64 years",19500,20100,20400,21400,22700,23500,23700,..,..,26400
"0 all sectors","741 Food processing and related trades workers","men","18-24 years",17500,17900,19500,21600,21700,20400,22300,..,..,..
"0 all sectors","741 Food processing and related trades workers","men","25-34 years",19800,19600,20100,21400,22000,20600,20400,28200,25700,24300
"0 all sectors","741 Food processing and related trades workers","men","35-44 years",20600,20700,20100,23500,23800,25700,23100,24200,23800,25300
"0 all sectors","741 Food processing and related trades workers","men","45-54 years",19800,20300,21300,22900,24800,24400,27000,26900,27200,27300
"0 all sectors","741 Food processing and related trades workers","men","55-64 years",21500,21900,22500,23000,24100,25000,25600,24500,..,28300
"0 all sectors","741 Food processing and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","741 Food processing and related trades workers","women","25-34 years",..,..,..,..,..,22800,..,..,..,..
"0 all sectors","741 Food processing and related trades workers","women","35-44 years",..,..,..,..,..,24200,21300,..,..,..
"0 all sectors","741 Food processing and related trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","741 Food processing and related trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men","25-34 years",..,20000,19600,20900,21300,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men","35-44 years",18800,19800,20900,21300,22100,22700,22800,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men","45-54 years",18400,19000,20700,21400,21900,23300,22800,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men","55-64 years",18600,18900,20400,21200,22100,22000,23700,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","men","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","men","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","women","25-34 years",17600,19000,..,..,..,..,..,..,..,..
"0 all sectors","743 Garment and related trades workers","women","35-44 years",18200,19100,19800,20700,21700,22000,22500,..,..,..
"0 all sectors","743 Garment and related trades workers","women","45-54 years",18300,18900,19300,18200,21900,21400,21300,21500,22400,22500
"0 all sectors","743 Garment and related trades workers","women","55-64 years",17700,18100,19300,19600,20600,21400,22400,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","men","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","men","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","744 Pelt, leather and shoemaking trades workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","men","25-34 years",..,..,23800,25000,..,..,29700,..,30000,30600
"0 all sectors","811 Mineral-processing-plant operators","men","35-44 years",22600,23200,23800,27600,29100,31000,30400,30700,32700,32800
"0 all sectors","811 Mineral-processing-plant operators","men","45-54 years",22900,23800,24700,28100,29500,30100,31800,32500,33200,32700
"0 all sectors","811 Mineral-processing-plant operators","men","55-64 years",..,24000,26100,27100,28800,29100,..,..,32300,32500
"0 all sectors","811 Mineral-processing-plant operators","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","811 Mineral-processing-plant operators","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","812 Metal-processing-plant operators","men","18-24 years",21500,22000,22900,23400,23800,24300,24500,25800,27300,26800
"0 all sectors","812 Metal-processing-plant operators","men","25-34 years",23000,23300,24300,24800,25600,26300,26300,27800,29000,29500
"0 all sectors","812 Metal-processing-plant operators","men","35-44 years",23500,23900,24800,25400,26000,26500,26700,28300,29700,30000
"0 all sectors","812 Metal-processing-plant operators","men","45-54 years",23100,23500,24400,25300,26000,26400,27000,28000,29500,30200
"0 all sectors","812 Metal-processing-plant operators","men","55-64 years",22700,23200,23900,24700,25800,25900,26400,27400,28700,29300
"0 all sectors","812 Metal-processing-plant operators","women","18-24 years",..,21900,..,23800,23400,..,23300,25600,27400,26400
"0 all sectors","812 Metal-processing-plant operators","women","25-34 years",23200,23500,24700,24700,24900,26600,26000,27800,29500,30000
"0 all sectors","812 Metal-processing-plant operators","women","35-44 years",22800,22900,24100,24900,25300,25900,25700,28100,29300,29300
"0 all sectors","812 Metal-processing-plant operators","women","45-54 years",22600,22900,24100,24800,25500,25800,26300,27800,29000,29600
"0 all sectors","812 Metal-processing-plant operators","women","55-64 years",22600,23100,23900,24800,25300,25500,25700,27200,28500,28900
"0 all sectors","813 Glass, ceramics and related plant operators","men","18-24 years",18600,..,21400,22300,23300,..,..,..,..,..
"0 all sectors","813 Glass, ceramics and related plant operators","men","25-34 years",20600,21300,22600,24000,25700,26200,25900,26800,27800,27300
"0 all sectors","813 Glass, ceramics and related plant operators","men","35-44 years",21800,22700,23200,24300,25300,25900,26900,27300,29100,30000
"0 all sectors","813 Glass, ceramics and related plant operators","men","45-54 years",22600,22700,23300,24200,25700,26000,26500,26900,27600,27900
"0 all sectors","813 Glass, ceramics and related plant operators","men","55-64 years",20800,21300,22200,22600,24100,25300,25800,25900,27400,27100
"0 all sectors","813 Glass, ceramics and related plant operators","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","813 Glass, ceramics and related plant operators","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","813 Glass, ceramics and related plant operators","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","813 Glass, ceramics and related plant operators","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","813 Glass, ceramics and related plant operators","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","814 Wood-processing- and papermaking-plant operators","men","18-24 years",20700,20800,21900,22400,24100,24300,24800,25300,26200,26700
"0 all sectors","814 Wood-processing- and papermaking-plant operators","men","25-34 years",23000,23800,24800,25300,26700,27200,27600,28100,29200,29100
"0 all sectors","814 Wood-processing- and papermaking-plant operators","men","35-44 years",23900,24600,25400,26300,27600,28200,28400,28900,30800,31000
"0 all sectors","814 Wood-processing- and papermaking-plant operators","men","45-54 years",23800,24400,25300,26300,27000,28300,28900,29200,30600,31400
"0 all sectors","814 Wood-processing- and papermaking-plant operators","men","55-64 years",23400,24300,25100,25800,26600,27300,28000,28700,30200,30600
"0 all sectors","814 Wood-processing- and papermaking-plant operators","women","18-24 years",21600,21800,22300,22300,23500,24400,25400,26300,27300,..
"0 all sectors","814 Wood-processing- and papermaking-plant operators","women","25-34 years",22500,23300,23800,24600,25600,26900,27100,27800,29300,29600
"0 all sectors","814 Wood-processing- and papermaking-plant operators","women","35-44 years",22600,23500,24200,25100,26200,26800,27200,28400,30100,30300
"0 all sectors","814 Wood-processing- and papermaking-plant operators","women","45-54 years",21900,23100,23400,24600,26000,26500,27200,28100,29900,30700
"0 all sectors","814 Wood-processing- and papermaking-plant operators","women","55-64 years",21800,22500,22800,23500,25700,25700,26200,26900,28800,29200
"0 all sectors","815 Chemical-processing-plant operators","men","18-24 years",21100,21700,21800,22300,23700,24200,24900,26000,26300,25600
"0 all sectors","815 Chemical-processing-plant operators","men","25-34 years",24200,24700,25200,26100,26900,28100,28200,29400,30200,30500
"0 all sectors","815 Chemical-processing-plant operators","men","35-44 years",25500,26200,27000,27900,28700,29900,30000,31200,31900,32900
"0 all sectors","815 Chemical-processing-plant operators","men","45-54 years",25400,26100,27600,28300,28700,29900,30300,31100,32500,33200
"0 all sectors","815 Chemical-processing-plant operators","men","55-64 years",25000,25800,27100,27800,28700,30100,29500,31300,32300,33000
"0 all sectors","815 Chemical-processing-plant operators","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","815 Chemical-processing-plant operators","women","25-34 years",22400,22800,23100,24400,26000,26500,25600,27500,28600,30100
"0 all sectors","815 Chemical-processing-plant operators","women","35-44 years",23800,24300,24800,25500,26800,27800,27800,28600,30000,30000
"0 all sectors","815 Chemical-processing-plant operators","women","45-54 years",23600,23500,23900,25100,26800,27400,27600,28600,29800,30400
"0 all sectors","815 Chemical-processing-plant operators","women","55-64 years",..,..,..,25200,..,..,..,..,28700,..
"0 all sectors","816 Power-production and related plant operators","men","18-24 years",21100,21800,23200,24200,23500,23500,24200,24100,25800,26800
"0 all sectors","816 Power-production and related plant operators","men","25-34 years",23600,24700,25000,25400,25700,26700,26900,27500,28800,29300
"0 all sectors","816 Power-production and related plant operators","men","35-44 years",23600,24900,25500,25600,26000,27100,27500,27900,28800,30000
"0 all sectors","816 Power-production and related plant operators","men","45-54 years",23400,24300,24700,25500,25500,26500,27100,27900,28700,29800
"0 all sectors","816 Power-production and related plant operators","men","55-64 years",22700,23500,23600,24300,24800,25700,26500,27000,28000,29000
"0 all sectors","816 Power-production and related plant operators","women","18-24 years",..,..,..,..,..,..,..,..,27900,28200
"0 all sectors","816 Power-production and related plant operators","women","25-34 years",..,..,..,..,25200,..,25500,26700,28100,29700
"0 all sectors","816 Power-production and related plant operators","women","35-44 years",..,..,..,..,24700,25400,25500,26700,28100,28600
"0 all sectors","816 Power-production and related plant operators","women","45-54 years",..,..,..,..,23900,24200,25000,26400,28700,29900
"0 all sectors","816 Power-production and related plant operators","women","55-64 years",..,..,..,..,22900,23300,23600,24400,26500,28800
"0 all sectors","817 Industrial-robot operators","men","18-24 years",..,..,..,..,..,..,..,21400,22200,..
"0 all sectors","817 Industrial-robot operators","men","25-34 years",..,21600,23800,24800,25400,..,26800,25600,26300,28000
"0 all sectors","817 Industrial-robot operators","men","35-44 years",..,..,24200,24200,26800,26900,28600,28500,29000,31000
"0 all sectors","817 Industrial-robot operators","men","45-54 years",..,..,24300,26500,27100,27200,28000,27500,29600,31500
"0 all sectors","817 Industrial-robot operators","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","817 Industrial-robot operators","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","817 Industrial-robot operators","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","817 Industrial-robot operators","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","817 Industrial-robot operators","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","817 Industrial-robot operators","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","821 Metal- and mineral-products machine operators","men","18-24 years",19200,19700,20500,21600,22100,21800,22900,22500,23600,23900
"0 all sectors","821 Metal- and mineral-products machine operators","men","25-34 years",21300,21900,22600,23500,24300,24500,25000,25300,26200,26700
"0 all sectors","821 Metal- and mineral-products machine operators","men","35-44 years",21700,22600,23200,24200,25000,25400,26000,26400,27500,27000
"0 all sectors","821 Metal- and mineral-products machine operators","men","45-54 years",21300,22000,22900,23600,24400,25000,25700,26400,26900,27300
"0 all sectors","821 Metal- and mineral-products machine operators","men","55-64 years",21000,21500,22100,23300,24200,24400,25000,25400,26800,27000
"0 all sectors","821 Metal- and mineral-products machine operators","women","18-24 years",17900,18900,19500,20200,22100,22100,21400,21800,22500,23700
"0 all sectors","821 Metal- and mineral-products machine operators","women","25-34 years",19600,20300,20900,21700,22300,22300,23600,24100,25700,25900
"0 all sectors","821 Metal- and mineral-products machine operators","women","35-44 years",20500,21000,21600,22300,23400,23600,24200,24600,25100,25200
"0 all sectors","821 Metal- and mineral-products machine operators","women","45-54 years",20200,21300,22000,22500,23900,24200,24400,24700,24500,24600
"0 all sectors","821 Metal- and mineral-products machine operators","women","55-64 years",20400,20800,21200,22500,23200,24000,24300,22100,23100,22600
"0 all sectors","822 Chemical-products machine operators","men","18-24 years",18500,18800,19400,20400,21200,22000,21500,22000,23000,24300
"0 all sectors","822 Chemical-products machine operators","men","25-34 years",20600,21800,22200,22400,23800,23800,25100,25100,25600,26800
"0 all sectors","822 Chemical-products machine operators","men","35-44 years",21600,22600,23500,23900,25100,25700,26100,26400,27800,30100
"0 all sectors","822 Chemical-products machine operators","men","45-54 years",21300,22100,22500,23700,24400,25200,25800,26100,27800,28200
"0 all sectors","822 Chemical-products machine operators","men","55-64 years",20300,21600,21800,22800,24200,24300,24600,25000,27100,27400
"0 all sectors","822 Chemical-products machine operators","women","18-24 years",18400,18800,18900,20200,21000,21000,21700,21800,24000,23900
"0 all sectors","822 Chemical-products machine operators","women","25-34 years",20000,21100,21800,22300,23000,23800,24300,23800,24600,25900
"0 all sectors","822 Chemical-products machine operators","women","35-44 years",20700,21600,22300,22700,23400,24300,25200,25700,27000,27500
"0 all sectors","822 Chemical-products machine operators","women","45-54 years",20800,22400,22000,22700,23700,24100,25400,25500,26800,27500
"0 all sectors","822 Chemical-products machine operators","women","55-64 years",20200,20800,21500,22200,23300,23800,24500,23900,25500,26300
"0 all sectors","823 Rubber- and plastic-products machine operators","men","18-24 years",18900,19200,19200,20300,21300,21900,21800,22400,23200,23800
"0 all sectors","823 Rubber- and plastic-products machine operators","men","25-34 years",20100,20800,21400,22600,23800,24100,24200,24300,25400,26400
"0 all sectors","823 Rubber- and plastic-products machine operators","men","35-44 years",21200,21200,22400,23300,24400,24700,25200,25600,26500,27100
"0 all sectors","823 Rubber- and plastic-products machine operators","men","45-54 years",20600,21200,22300,23000,24300,24600,25300,25900,26400,27400
"0 all sectors","823 Rubber- and plastic-products machine operators","men","55-64 years",21100,22000,22800,22800,23600,24800,24800,25000,25600,26600
"0 all sectors","823 Rubber- and plastic-products machine operators","women","18-24 years",17400,17800,18600,19700,20600,..,20900,21500,22500,22200
"0 all sectors","823 Rubber- and plastic-products machine operators","women","25-34 years",18800,19000,20000,20800,20400,20600,22600,22800,23800,24700
"0 all sectors","823 Rubber- and plastic-products machine operators","women","35-44 years",19300,19800,20400,21700,22600,22900,23400,23000,24200,25400
"0 all sectors","823 Rubber- and plastic-products machine operators","women","45-54 years",19400,20100,20500,21300,22400,22900,23200,23900,24900,25500
"0 all sectors","823 Rubber- and plastic-products machine operators","women","55-64 years",18800,19300,20100,20600,22000,22400,22800,23200,24200,25100
"0 all sectors","824 Wood-products machine operators","men","18-24 years",19300,19800,19600,20900,21100,22500,22000,22400,24000,24900
"0 all sectors","824 Wood-products machine operators","men","25-34 years",20000,20900,21100,22100,22800,23500,23800,24100,25300,25500
"0 all sectors","824 Wood-products machine operators","men","35-44 years",20300,21200,21500,22600,23100,23800,24200,24800,25700,26200
"0 all sectors","824 Wood-products machine operators","men","45-54 years",20100,20700,21000,22000,22300,23500,23900,24600,25600,26500
"0 all sectors","824 Wood-products machine operators","men","55-64 years",19700,20600,20600,21600,21700,24700,23500,23500,25100,25800
"0 all sectors","824 Wood-products machine operators","women","18-24 years",..,..,20100,20800,..,..,..,..,..,..
"0 all sectors","824 Wood-products machine operators","women","25-34 years",19200,20900,20800,21100,22100,23100,23300,23600,24800,26600
"0 all sectors","824 Wood-products machine operators","women","35-44 years",20200,20700,20400,22100,22400,23400,23500,23600,25000,25800
"0 all sectors","824 Wood-products machine operators","women","45-54 years",20500,20400,20600,21900,22400,23100,23700,24300,25300,25800
"0 all sectors","824 Wood-products machine operators","women","55-64 years",19500,20000,20400,21200,21800,22400,22800,23800,24300,25000
"0 all sectors","825 Printing-, binding- and paper-products machine operators","men","18-24 years",19300,18400,19800,21000,22500,22200,22000,22600,23600,24400
"0 all sectors","825 Printing-, binding- and paper-products machine operators","men","25-34 years",21900,22100,22100,23800,25300,25300,26200,25900,26600,27200
"0 all sectors","825 Printing-, binding- and paper-products machine operators","men","35-44 years",23300,23800,24400,25100,26700,27000,27300,27700,28000,28900
"0 all sectors","825 Printing-, binding- and paper-products machine operators","men","45-54 years",23200,23600,24700,25400,26800,27200,27900,28200,28900,29600
"0 all sectors","825 Printing-, binding- and paper-products machine operators","men","55-64 years",22800,23300,24400,24500,26300,26400,26700,27600,28200,29400
"0 all sectors","825 Printing-, binding- and paper-products machine operators","women","18-24 years",..,..,18500,19100,..,..,21700,..,23000,..
"0 all sectors","825 Printing-, binding- and paper-products machine operators","women","25-34 years",19600,19800,20400,22100,21800,22800,22900,23900,25000,25000
"0 all sectors","825 Printing-, binding- and paper-products machine operators","women","35-44 years",20200,20500,21000,22200,23400,23600,23800,23800,24400,24900
"0 all sectors","825 Printing-, binding- and paper-products machine operators","women","45-54 years",19700,20500,20700,21900,22900,24000,25100,24900,26400,25800
"0 all sectors","825 Printing-, binding- and paper-products machine operators","women","55-64 years",19100,19200,19500,20900,21100,22600,23000,25900,24700,25600
"0 all sectors","826 Textile-, fur- and leather-products machine operators","men","18-24 years",17400,17400,18200,19200,20200,21100,20600,22500,..,21900
"0 all sectors","826 Textile-, fur- and leather-products machine operators","men","25-34 years",19100,19700,19700,19200,21100,22200,22100,23000,24700,23900
