"occupational group (SSYK)","age","sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"814 Wood-processing- and papermaking-plant operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"814 Wood-processing- and papermaking-plant operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"814 Wood-processing- and papermaking-plant operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"814 Wood-processing- and papermaking-plant operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"814 Wood-processing- and papermaking-plant operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"814 Wood-processing- and papermaking-plant operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","40-44 years","men",..,..,..,..,..,..,..,..,..,33900,..,..,..,..
"815 Chemical-processing-plant operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","45-49 years","men",..,..,..,..,..,..,30900,..,..,33700,..,..,..,..
"815 Chemical-processing-plant operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","50-54 years","men",..,..,..,..,..,..,..,..,..,31000,..,..,..,..
"815 Chemical-processing-plant operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"815 Chemical-processing-plant operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","25-29 years","men",..,..,..,..,23900,24800,..,..,..,..,..,..,..,29200
"816 Power-production and related plant operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","30-34 years","men",21900,..,24200,24100,25300,26900,26700,..,..,..,28500,29900,..,..
"816 Power-production and related plant operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","35-39 years","men",21600,..,24900,24800,25400,27000,27500,27100,28300,29100,30100,30200,30800,31700
"816 Power-production and related plant operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","40-44 years","men",..,..,24400,24800,24900,26600,26800,26500,27600,30000,29300,29800,29900,31600
"816 Power-production and related plant operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","45-49 years","men",..,..,24400,24700,26000,26800,27100,27900,28300,29500,29100,30200,29600,30900
"816 Power-production and related plant operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","50-54 years","men",..,..,24200,24600,25500,26100,26400,27200,27400,..,30200,30300,30700,30800
"816 Power-production and related plant operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","55-59 years","men",..,..,21300,23400,25700,27000,25700,..,..,..,28600,29300,30100,30800
"816 Power-production and related plant operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"816 Power-production and related plant operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,27800,28600,30100,30600
"816 Power-production and related plant operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"821 Metal- and mineral-products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"822 Chemical-products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"823 Rubber- and plastic-products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"824 Wood-products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","35-39 years","men",..,25100,23500,25500,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","40-44 years","men",..,25700,25300,27000,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","45-49 years","men",..,..,25700,26400,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","50-54 years","men",..,24300,23100,25900,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","55-59 years","men",..,..,22900,21700,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"825 Printing-, binding- and paper-products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"827 Food and related products machine operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","25-29 years","men",..,..,..,..,..,..,21600,..,..,..,..,..,..,..
"828 Assemblers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","30-34 years","men",18900,..,..,..,21800,..,21500,..,25400,..,..,..,..,..
"828 Assemblers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","35-39 years","men",..,..,22400,21700,22000,..,24600,25300,25500,..,..,..,29300,..
"828 Assemblers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","40-44 years","men",..,..,..,..,..,..,25200,..,27000,..,..,..,..,..
"828 Assemblers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","45-49 years","men",..,..,..,..,..,..,23500,..,28100,..,..,..,..,30100
"828 Assemblers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"828 Assemblers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","35-39 years","men",..,..,..,..,..,..,25800,..,..,..,29900,31300,33600,..
"829 Other machine operators and assemblers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","40-44 years","men",..,..,..,..,..,..,..,26600,..,..,30400,32600,32400,32800
"829 Other machine operators and assemblers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,30300,..,31000,32800
"829 Other machine operators and assemblers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,33100,34700,35000,..
"829 Other machine operators and assemblers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"829 Other machine operators and assemblers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","18-24 years","men",..,..,..,..,..,..,..,22600,24600,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","25-29 years","men",..,..,..,..,..,25200,25600,25000,27200,29100,29500,30500,30600,34500
"831 Locomotive-engine drivers and related worker","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","30-34 years","men",..,..,..,..,25100,25600,25800,25300,27800,29500,30400,31800,32000,34100
"831 Locomotive-engine drivers and related worker","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","35-39 years","men",..,22000,22000,23700,23800,26000,26700,26300,28500,29600,30000,31300,32100,34600
"831 Locomotive-engine drivers and related worker","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","40-44 years","men",..,23000,22700,23900,24400,25700,26100,25900,28300,29700,30600,31400,32000,34900
"831 Locomotive-engine drivers and related worker","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","45-49 years","men",..,23300,23100,24400,24500,25600,26700,26700,29200,29500,30400,31500,32000,32900
"831 Locomotive-engine drivers and related worker","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","50-54 years","men",..,23400,23200,24500,24600,25700,26700,26200,29300,29600,29900,30900,32100,33300
"831 Locomotive-engine drivers and related worker","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","55-59 years","men",..,23200,23300,24600,24900,25900,26900,26900,29500,29800,29800,31100,31700,32500
"831 Locomotive-engine drivers and related worker","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"831 Locomotive-engine drivers and related worker","60-64 years","men",..,..,..,..,..,27300,27400,28600,30500,31700,31900,33100,33900,34800
"831 Locomotive-engine drivers and related worker","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","18-24 years","men",16500,15800,17100,17000,17300,18100,18400,19400,20100,21000,21100,21700,22400,22500
"832 Motor-vehicle drivers","18-24 years","women",..,..,..,..,..,..,..,18500,19800,..,..,..,..,21900
"832 Motor-vehicle drivers","25-29 years","men",17400,16700,16600,16600,17600,18800,19000,20500,21200,22400,22000,22800,23500,23200
"832 Motor-vehicle drivers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","30-34 years","men",17900,17600,17400,18100,18200,19200,19900,20800,21300,22100,23200,23500,23800,23800
"832 Motor-vehicle drivers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","35-39 years","men",18300,18300,19200,18600,19700,20800,19600,23400,22800,23800,24000,24000,26500,28800
"832 Motor-vehicle drivers","35-39 years","women",..,..,..,17500,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","40-44 years","men",17700,18600,19300,18600,20300,20800,20800,21400,23400,23000,23100,23600,25200,24800
"832 Motor-vehicle drivers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","45-49 years","men",17900,19400,18400,18100,19300,20200,22400,21500,21700,22900,23900,24600,25000,25100
"832 Motor-vehicle drivers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","50-54 years","men",18100,18400,17500,18000,20300,20800,21400,22300,24000,24500,23800,24300,22600,24600
"832 Motor-vehicle drivers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","55-59 years","men",18200,18400,18400,19800,20100,20000,20600,21900,19900,24100,23900,23700,24500,27900
"832 Motor-vehicle drivers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"832 Motor-vehicle drivers","60-64 years","men",..,..,..,19600,21800,20600,20400,22300,22400,23000,24200,26100,24300,20100
"832 Motor-vehicle drivers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"833 Agricultural and other mobile-plant operators","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"834 Ships´ deck crews and related workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"912 Helpers and cleaners","18-24 years","men",..,..,..,..,..,..,17600,..,19500,20000,..,..,..,..
"912 Helpers and cleaners","18-24 years","women",..,15600,15600,17600,15200,18300,20400,20100,18900,18700,19500,21900,23600,21300
"912 Helpers and cleaners","25-29 years","men",..,..,..,..,..,..,..,..,22200,..,..,..,..,..
