"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE11 Stockholm","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",16900,19500,20000,21100,20400,21600,21800,22200,23000,23900,24300
"SE11 Stockholm","0 all sectors","915 Garbage collectors and related labourers","men",20800,22200,22300,22200,22700,22400,24800,23800,24600,23200,26400
"SE11 Stockholm","0 all sectors","915 Garbage collectors and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","919 Other sales and services elementary occupations","men",18200,18200,18300,19300,20100,21000,20700,23200,22900,22700,22900
"SE11 Stockholm","0 all sectors","919 Other sales and services elementary occupations","women",17600,17300,17500,18600,19600,19900,19500,21800,21500,22100,21500
"SE11 Stockholm","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","931 Mining and construction labourers","men",..,21800,21100,22600,22300,23700,24300,25500,25600,26900,..
"SE11 Stockholm","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","932 Manufacturing labourers","men",17900,18600,20200,19800,20600,20300,22500,22300,24100,25200,24500
"SE11 Stockholm","0 all sectors","932 Manufacturing labourers","women",17200,17800,18700,18900,19800,19600,21100,21700,22600,22900,23300
"SE11 Stockholm","0 all sectors","933 Transport labourers and freight handlers","men",21000,21200,20800,22000,21700,23000,24600,25200,24400,25000,25200
"SE11 Stockholm","0 all sectors","933 Transport labourers and freight handlers","women",..,20300,20400,21800,22100,22900,23100,23600,23600,24900,24100
"SE12 East-Central Sweden","0 all sectors","011 Armed forces","men",30600,30300,31200,32200,33200,33100,32800,35700,35100,34000,34500
"SE12 East-Central Sweden","0 all sectors","011 Armed forces","women",..,..,..,..,..,..,..,31800,30000,28700,31000
"SE12 East-Central Sweden","0 all sectors","111 Legislators and senior government officials","men",..,..,..,..,..,55800,57800,60200,61600,64000,69900
"SE12 East-Central Sweden","0 all sectors","111 Legislators and senior government officials","women",..,..,..,..,..,54500,57800,59700,62500,65000,67300
"SE12 East-Central Sweden","0 all sectors","112 Senior officials of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","112 Senior officials of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","121 Directors and chief executives","men",49400,48500,55100,54300,60500,63700,66000,70200,79800,73000,..
"SE12 East-Central Sweden","0 all sectors","121 Directors and chief executives","women",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","122 Production and operations managers","men",34900,38000,38900,39900,40600,41800,43600,45000,46500,47800,48100
"SE12 East-Central Sweden","0 all sectors","122 Production and operations managers","women",29900,31900,33500,34500,35500,35700,36600,37700,38600,40000,40900
"SE12 East-Central Sweden","0 all sectors","123 Other specialist managers","men",40600,40800,42500,44400,46000,48300,49100,48700,50700,53300,55200
"SE12 East-Central Sweden","0 all sectors","123 Other specialist managers","women",34200,35400,38200,38400,40100,42500,44100,44800,46500,50000,52500
"SE12 East-Central Sweden","0 all sectors","124 Foreman","men",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","124 Foreman","women",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","131 Managers of small enterprises","men",28600,28700,30100,32600,30400,33400,34700,33700,36100,37400,39200
"SE12 East-Central Sweden","0 all sectors","131 Managers of small enterprises","women",22900,23800,23800,26900,26100,31300,29300,30600,32300,30800,33700
"SE12 East-Central Sweden","0 all sectors","211 Physicists, chemists and related professionals","men",34200,33300,34100,35600,36300,37600,38600,38400,38900,40200,40000
"SE12 East-Central Sweden","0 all sectors","211 Physicists, chemists and related professionals","women",29100,28800,29800,30800,31600,32900,34100,34300,34300,35900,36800
"SE12 East-Central Sweden","0 all sectors","212 Mathematicians and statisticians","men",32200,26600,29900,30400,31400,33300,37000,37900,37000,35400,36600
"SE12 East-Central Sweden","0 all sectors","212 Mathematicians and statisticians","women",..,25600,26900,28200,28600,29700,31000,32200,32400,32300,33300
"SE12 East-Central Sweden","0 all sectors","213 Computing professionals","men",31900,31800,31000,32600,31700,37100,36400,37300,36200,37000,37700
"SE12 East-Central Sweden","0 all sectors","213 Computing professionals","women",29900,28600,29700,30000,29400,32100,33900,34800,35200,34600,37200
"SE12 East-Central Sweden","0 all sectors","214 Architects, engineers and related professionals","men",32900,33500,36000,34600,36300,37600,38300,39100,39500,40900,41400
"SE12 East-Central Sweden","0 all sectors","214 Architects, engineers and related professionals","women",27900,29300,31400,31200,32500,33900,34600,34800,35300,36200,37700
"SE12 East-Central Sweden","0 all sectors","221 Life science professionals","men",27400,29100,27500,30200,31100,33000,33900,34900,35500,36300,36100
"SE12 East-Central Sweden","0 all sectors","221 Life science professionals","women",24800,25600,26100,27100,28500,32400,33300,32200,32100,33900,33900
"SE12 East-Central Sweden","0 all sectors","222 Health professionals (except nursing)","men",50400,52600,53000,57600,53200,55400,57200,57400,57300,59300,59900
"SE12 East-Central Sweden","0 all sectors","222 Health professionals (except nursing)","women",40700,43600,45400,..,42200,44100,46500,47100,47800,49900,50800
"SE12 East-Central Sweden","0 all sectors","223 Nursing and midwifery professionals","men",25200,26200,26800,27600,28600,29500,30200,29900,31200,31500,32500
"SE12 East-Central Sweden","0 all sectors","223 Nursing and midwifery professionals","women",24000,25000,26100,26700,27400,28000,29000,29700,30300,31400,32300
"SE12 East-Central Sweden","0 all sectors","231 College, university and higher education teaching professionals","men",30000,29100,30400,31700,32400,33800,35400,35900,36700,37600,38200
"SE12 East-Central Sweden","0 all sectors","231 College, university and higher education teaching professionals","women",25500,25000,26100,27400,27900,29200,30900,31700,32500,33700,34700
"SE12 East-Central Sweden","0 all sectors","232 Secondary education teaching professionals","men",23300,24100,24300,24700,25200,26300,27300,27800,28000,28400,31100
"SE12 East-Central Sweden","0 all sectors","232 Secondary education teaching professionals","women",23000,23700,24000,24300,24800,25900,26800,27300,27600,27800,29800
"SE12 East-Central Sweden","0 all sectors","233 Primary education teaching professionals","men",21400,22200,22700,23100,23700,24500,25100,25400,25700,26200,27200
"SE12 East-Central Sweden","0 all sectors","233 Primary education teaching professionals","women",21600,22300,22700,23100,23500,24500,25200,25600,26000,26400,27700
"SE12 East-Central Sweden","0 all sectors","234 Special education teaching professionals","men",23700,24100,25000,25200,26200,27300,27900,28500,29000,29500,30600
"SE12 East-Central Sweden","0 all sectors","234 Special education teaching professionals","women",23900,24400,25000,25600,26300,27000,28100,28700,29300,29500,31000
"SE12 East-Central Sweden","0 all sectors","235 Other teaching professionals","men",24000,24300,25400,26600,27600,25400,28400,26300,26800,26500,29100
"SE12 East-Central Sweden","0 all sectors","235 Other teaching professionals","women",20800,23100,22700,23800,25100,25500,27100,27100,27500,27700,29500
"SE12 East-Central Sweden","0 all sectors","241 Business professionals","men",32900,33200,33100,32900,35000,38600,39700,40300,40100,40500,41000
"SE12 East-Central Sweden","0 all sectors","241 Business professionals","women",26700,27100,27100,27400,28600,30100,31300,32400,32900,33900,35000
"SE12 East-Central Sweden","0 all sectors","242 Legal professionals","men",35000,35000,34900,37800,40300,41200,39100,39700,44000,43000,41600
"SE12 East-Central Sweden","0 all sectors","242 Legal professionals","women",..,26400,..,30400,31300,31500,34400,38100,38500,37000,37800
"SE12 East-Central Sweden","0 all sectors","243 Archivists, librarians and related information professionals","men",22500,22100,23200,23000,24100,24500,25100,27200,27900,28800,30100
"SE12 East-Central Sweden","0 all sectors","243 Archivists, librarians and related information professionals","women",21700,22200,22600,23400,23800,24700,26100,26600,26300,27200,27700
"SE12 East-Central Sweden","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","men",31200,28500,30300,33700,30100,31300,34600,31800,33600,33200,33400
"SE12 East-Central Sweden","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","women",22400,24200,24900,25700,25900,27000,27200,27800,31200,28800,28300
"SE12 East-Central Sweden","0 all sectors","245 Writers and creative or performing artists","men",24500,25200,26600,26200,31600,30000,31200,30700,31000,32100,32600
"SE12 East-Central Sweden","0 all sectors","245 Writers and creative or performing artists","women",23400,24200,24900,25700,26600,27900,28800,29100,30400,31000,31500
"SE12 East-Central Sweden","0 all sectors","246 Religious professionals","men",29000,29300,29600,32500,33600,34300,35700,37000,35100,37800,40200
"SE12 East-Central Sweden","0 all sectors","246 Religious professionals","women",26400,27100,28100,29000,30100,31300,32100,33600,34400,35400,37100
"SE12 East-Central Sweden","0 all sectors","247 Public service administrative professionals","men",26900,27300,28700,29900,30700,32600,33500,34200,35000,35900,36700
"SE12 East-Central Sweden","0 all sectors","247 Public service administrative professionals","women",24300,24600,25600,26500,27500,28900,30000,31100,31800,32900,33800
"SE12 East-Central Sweden","0 all sectors","248 Administrative professionals of special-interest organisations","men",28700,27200,31200,32300,33000,33700,31000,34400,..,31200,38000
"SE12 East-Central Sweden","0 all sectors","248 Administrative professionals of special-interest organisations","women",24400,24300,26000,27700,28700,30100,28600,29500,29400,30000,30600
"SE12 East-Central Sweden","0 all sectors","249 Psychologists, social work and related professionals","men",24500,24700,24900,26000,26500,27600,28200,28700,29300,30100,30900
"SE12 East-Central Sweden","0 all sectors","249 Psychologists, social work and related professionals","women",22700,23300,23800,24700,25300,26300,27100,27600,28400,29500,30900
"SE12 East-Central Sweden","0 all sectors","311 Physical and engineering science technicians","men",25800,27200,28000,28600,29400,30800,31600,32400,33700,34600,34600
"SE12 East-Central Sweden","0 all sectors","311 Physical and engineering science technicians","women",22700,23200,24300,25200,25800,27600,28800,29400,30300,31400,32200
"SE12 East-Central Sweden","0 all sectors","312 Computer associate professionals","men",25000,25900,25600,25900,27700,28000,30300,31200,32100,31800,33300
"SE12 East-Central Sweden","0 all sectors","312 Computer associate professionals","women",21200,23200,22000,23300,26900,26800,27900,29300,28100,30200,29700
"SE12 East-Central Sweden","0 all sectors","313 Optical and electronic equipment operators","men",21900,22400,21400,22300,25800,27300,26600,28100,27700,28500,26200
"SE12 East-Central Sweden","0 all sectors","313 Optical and electronic equipment operators","women",20500,..,20800,20900,23200,25100,24200,25900,27600,29100,29000
"SE12 East-Central Sweden","0 all sectors","314 Ship and aircraft controllers and technicians","men",..,..,34700,34400,35600,36700,33100,42200,..,49300,50200
"SE12 East-Central Sweden","0 all sectors","314 Ship and aircraft controllers and technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","315 Safety and quality inspectors","men",25600,25100,26500,26900,27900,29300,31000,32000,32900,33200,34200
"SE12 East-Central Sweden","0 all sectors","315 Safety and quality inspectors","women",27000,27800,28100,27900,28200,28500,29900,31200,32900,30000,33500
"SE12 East-Central Sweden","0 all sectors","321 Agronomy and forestry technicians","men",23200,24200,25100,27700,29300,30200,30800,32200,35500,36000,33100
"SE12 East-Central Sweden","0 all sectors","321 Agronomy and forestry technicians","women",21700,..,..,..,..,..,..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","322 Health associate professionals (except nursing)","men",23100,23800,25000,26000,27100,27700,27600,27100,29300,29200,30800
"SE12 East-Central Sweden","0 all sectors","322 Health associate professionals (except nursing)","women",22000,22100,22900,23700,24100,24600,25300,25800,26500,27300,28200
"SE12 East-Central Sweden","0 all sectors","323 Nursing associate professionals","men",24800,24500,24600,25100,25900,27100,27400,28000,28600,29300,30200
"SE12 East-Central Sweden","0 all sectors","323 Nursing associate professionals","women",23700,23600,24000,24500,25200,26300,27100,27500,28200,28900,29900
"SE12 East-Central Sweden","0 all sectors","324 Life science technicians","men",21300,20800,..,22700,..,23700,24200,25000,26500,27900,27900
"SE12 East-Central Sweden","0 all sectors","324 Life science technicians","women",20800,21300,22100,22800,23600,24500,25400,25600,26800,27200,28000
"SE12 East-Central Sweden","0 all sectors","331 Pre-primary education teaching associate professionals","men",19100,19700,20200,20800,21400,22200,22800,23000,23600,23700,24600
"SE12 East-Central Sweden","0 all sectors","331 Pre-primary education teaching associate professionals","women",19100,19800,20400,21000,21500,22400,23300,23600,24100,24200,25800
"SE12 East-Central Sweden","0 all sectors","332 Other teaching associate professionals","men",20100,24500,22800,23000,23100,..,24200,23900,23100,..,23600
