"occuptional  (SSYK 2012)","age","sex","2014","2015","2016","2017","2018"
"731 Precision-instrument makers and handicraft workers","35-39 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","35-39 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","40-44 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","40-44 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","45-49 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","45-49 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","50-54 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","50-54 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","55-59 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","55-59 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","60-64 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","60-64 years","women",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","65-66 years","men",..,..,..,..,..
"731 Precision-instrument makers and handicraft workers","65-66 years","women",..,..,..,..,..
"732 Printing trades workers","18-24 years","men",..,..,..,..,..
"732 Printing trades workers","18-24 years","women",..,..,..,..,..
"732 Printing trades workers","25-29 years","men",..,..,..,..,..
"732 Printing trades workers","25-29 years","women",..,..,..,..,..
"732 Printing trades workers","30-34 years","men",..,..,..,..,..
"732 Printing trades workers","30-34 years","women",..,..,..,..,..
"732 Printing trades workers","35-39 years","men",..,..,..,..,..
"732 Printing trades workers","35-39 years","women",..,..,..,..,..
"732 Printing trades workers","40-44 years","men",..,..,..,..,..
"732 Printing trades workers","40-44 years","women",..,..,..,..,..
"732 Printing trades workers","45-49 years","men",..,..,..,..,..
"732 Printing trades workers","45-49 years","women",..,..,..,..,..
"732 Printing trades workers","50-54 years","men",..,..,..,..,..
"732 Printing trades workers","50-54 years","women",..,..,..,..,..
"732 Printing trades workers","55-59 years","men",..,..,..,..,..
"732 Printing trades workers","55-59 years","women",..,..,..,..,..
"732 Printing trades workers","60-64 years","men",..,..,..,..,..
"732 Printing trades workers","60-64 years","women",..,..,..,..,..
"732 Printing trades workers","65-66 years","men",..,..,..,..,..
"732 Printing trades workers","65-66 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","18-24 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","18-24 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","25-29 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","25-29 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","30-34 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","30-34 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","35-39 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","35-39 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","40-44 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","40-44 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","45-49 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","45-49 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","50-54 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","50-54 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","55-59 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","55-59 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","60-64 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","60-64 years","women",..,..,..,..,..
"741 Electrical equipment installers and repairers","65-66 years","men",..,..,..,..,..
"741 Electrical equipment installers and repairers","65-66 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","18-24 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","18-24 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","25-29 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","25-29 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","30-34 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","30-34 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","35-39 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","35-39 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","40-44 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","40-44 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","45-49 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","45-49 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","50-54 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","50-54 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","55-59 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","55-59 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","60-64 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","60-64 years","women",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","65-66 years","men",..,..,..,..,..
"742 Electronics and telecommunications installers and repairers","65-66 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","18-24 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","18-24 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","25-29 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","25-29 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","30-34 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","30-34 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","35-39 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","35-39 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","40-44 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","40-44 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","45-49 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","45-49 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","50-54 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","50-54 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","55-59 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","55-59 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","60-64 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","60-64 years","women",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","65-66 years","men",..,..,..,..,..
"752 Wood treaters, cabinet-makers and related trades workers","65-66 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","18-24 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","18-24 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","25-29 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","25-29 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","30-34 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","30-34 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","35-39 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","35-39 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","40-44 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","40-44 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","45-49 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","45-49 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","50-54 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","50-54 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","55-59 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","55-59 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","60-64 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","60-64 years","women",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","65-66 years","men",..,..,..,..,..
"753 Tailors, upholsterers and leather craftsmen","65-66 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","18-24 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","18-24 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","25-29 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","25-29 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","30-34 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","30-34 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","35-39 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","35-39 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","40-44 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","40-44 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","45-49 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","45-49 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","50-54 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","50-54 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","55-59 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","55-59 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","60-64 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","60-64 years","women",..,..,..,..,..
"761 Butchers, bakers and food processors","65-66 years","men",..,..,..,..,..
"761 Butchers, bakers and food processors","65-66 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","18-24 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","18-24 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","25-29 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","25-29 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","30-34 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","30-34 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","35-39 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","35-39 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","40-44 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","40-44 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","45-49 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","45-49 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","50-54 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","50-54 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","55-59 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","55-59 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","60-64 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","60-64 years","women",..,..,..,..,..
"811 Mining and mineral processing plant operators","65-66 years","men",..,..,..,..,..
"811 Mining and mineral processing plant operators","65-66 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","18-24 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","18-24 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","25-29 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","25-29 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","30-34 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","30-34 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","35-39 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","35-39 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","40-44 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","40-44 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","45-49 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","45-49 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","50-54 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","50-54 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","55-59 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","55-59 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","60-64 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","60-64 years","women",..,..,..,..,..
"812 Metal processing and finishing plant operators","65-66 years","men",..,..,..,..,..
"812 Metal processing and finishing plant operators","65-66 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","18-24 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","18-24 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","25-29 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","25-29 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","30-34 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","30-34 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","35-39 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","35-39 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","40-44 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","40-44 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","45-49 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","45-49 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","50-54 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","50-54 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","55-59 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","55-59 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","60-64 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","60-64 years","women",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","65-66 years","men",..,..,..,..,..
"813 Machine operators, chemical and pharmaceutical products","65-66 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","18-24 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","18-24 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","25-29 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","25-29 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","30-34 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","30-34 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","35-39 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","35-39 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","40-44 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","40-44 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","45-49 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","45-49 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","50-54 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","50-54 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","55-59 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","55-59 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","60-64 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","60-64 years","women",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","65-66 years","men",..,..,..,..,..
"814 Machine operators, rubber, plastic and paper products","65-66 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","18-24 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","18-24 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","25-29 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","25-29 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","30-34 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","30-34 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","35-39 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","35-39 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","40-44 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","40-44 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","45-49 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","45-49 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","50-54 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","50-54 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","55-59 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","55-59 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","60-64 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","60-64 years","women",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","65-66 years","men",..,..,..,..,..
"815 Machine operators, textile, fur and leather products","65-66 years","women",..,..,..,..,..
"816 Machine operators, food and related products","18-24 years","men",..,..,..,..,..
"816 Machine operators, food and related products","18-24 years","women",..,..,..,..,..
"816 Machine operators, food and related products","25-29 years","men",..,..,..,..,..
"816 Machine operators, food and related products","25-29 years","women",..,..,..,..,..
"816 Machine operators, food and related products","30-34 years","men",..,..,..,..,..
"816 Machine operators, food and related products","30-34 years","women",..,..,..,..,..
"816 Machine operators, food and related products","35-39 years","men",..,..,..,..,..
"816 Machine operators, food and related products","35-39 years","women",..,..,..,..,..
"816 Machine operators, food and related products","40-44 years","men",..,..,..,..,..
"816 Machine operators, food and related products","40-44 years","women",..,..,..,..,..
"816 Machine operators, food and related products","45-49 years","men",..,..,..,..,..
"816 Machine operators, food and related products","45-49 years","women",..,..,..,..,..
"816 Machine operators, food and related products","50-54 years","men",..,..,..,..,..
"816 Machine operators, food and related products","50-54 years","women",..,..,..,..,..
"816 Machine operators, food and related products","55-59 years","men",..,..,..,..,..
"816 Machine operators, food and related products","55-59 years","women",..,..,..,..,..
"816 Machine operators, food and related products","60-64 years","men",..,..,..,..,..
"816 Machine operators, food and related products","60-64 years","women",..,..,..,..,..
"816 Machine operators, food and related products","65-66 years","men",..,..,..,..,..
"816 Machine operators, food and related products","65-66 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","18-24 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","18-24 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","25-29 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","25-29 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","30-34 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","30-34 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","35-39 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","35-39 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","40-44 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","40-44 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","45-49 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","45-49 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","50-54 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","50-54 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","55-59 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","55-59 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","60-64 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","60-64 years","women",..,..,..,..,..
"817 Wood processing and papermaking plant operators","65-66 years","men",..,..,..,..,..
"817 Wood processing and papermaking plant operators","65-66 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","18-24 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","18-24 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","25-29 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","25-29 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","30-34 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","30-34 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","35-39 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","35-39 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","40-44 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","40-44 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","45-49 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","45-49 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","50-54 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","50-54 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","55-59 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","55-59 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","60-64 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","60-64 years","women",..,..,..,..,..
"818 Other stationary plant and machine operators","65-66 years","men",..,..,..,..,..
"818 Other stationary plant and machine operators","65-66 years","women",..,..,..,..,..
"819 Process control technicians","18-24 years","men",..,..,..,..,..
"819 Process control technicians","18-24 years","women",..,..,..,..,..
"819 Process control technicians","25-29 years","men",..,..,..,..,..
"819 Process control technicians","25-29 years","women",..,..,..,..,..
"819 Process control technicians","30-34 years","men",..,..,..,..,..
"819 Process control technicians","30-34 years","women",..,..,..,..,..
"819 Process control technicians","35-39 years","men",..,..,..,..,..
"819 Process control technicians","35-39 years","women",..,..,..,..,..
"819 Process control technicians","40-44 years","men",..,..,..,..,..
"819 Process control technicians","40-44 years","women",..,..,..,..,..
"819 Process control technicians","45-49 years","men",..,..,..,..,..
"819 Process control technicians","45-49 years","women",..,..,..,..,..
"819 Process control technicians","50-54 years","men",..,..,..,..,..
"819 Process control technicians","50-54 years","women",..,..,..,..,..
"819 Process control technicians","55-59 years","men",..,..,..,..,..
"819 Process control technicians","55-59 years","women",..,..,..,..,..
"819 Process control technicians","60-64 years","men",..,..,..,..,..
"819 Process control technicians","60-64 years","women",..,..,..,..,..
"819 Process control technicians","65-66 years","men",..,..,..,..,..
"819 Process control technicians","65-66 years","women",..,..,..,..,..
"821 Assemblers","18-24 years","men",..,..,..,..,..
"821 Assemblers","18-24 years","women",..,..,..,..,..
"821 Assemblers","25-29 years","men",..,..,..,..,..
"821 Assemblers","25-29 years","women",..,..,..,..,..
"821 Assemblers","30-34 years","men",..,..,..,..,..
"821 Assemblers","30-34 years","women",..,..,..,..,..
"821 Assemblers","35-39 years","men",..,..,..,..,..
"821 Assemblers","35-39 years","women",..,..,..,..,..
"821 Assemblers","40-44 years","men",..,..,..,..,..
"821 Assemblers","40-44 years","women",..,..,..,..,..
"821 Assemblers","45-49 years","men",..,..,..,..,..
"821 Assemblers","45-49 years","women",..,..,..,..,..
"821 Assemblers","50-54 years","men",..,..,..,..,..
"821 Assemblers","50-54 years","women",..,..,..,..,..
"821 Assemblers","55-59 years","men",..,..,..,..,..
"821 Assemblers","55-59 years","women",..,..,..,..,..
"821 Assemblers","60-64 years","men",..,..,..,..,..
"821 Assemblers","60-64 years","women",..,..,..,..,..
"821 Assemblers","65-66 years","men",..,..,..,..,..
"821 Assemblers","65-66 years","women",..,..,..,..,..
"831 Train operators and related workers","18-24 years","men",..,..,..,..,..
"831 Train operators and related workers","18-24 years","women",..,..,..,..,..
"831 Train operators and related workers","25-29 years","men",..,..,..,..,..
"831 Train operators and related workers","25-29 years","women",..,..,..,..,..
"831 Train operators and related workers","30-34 years","men",..,..,..,..,..
"831 Train operators and related workers","30-34 years","women",..,..,..,..,..
"831 Train operators and related workers","35-39 years","men",..,..,..,..,..
"831 Train operators and related workers","35-39 years","women",..,..,..,..,..
"831 Train operators and related workers","40-44 years","men",..,..,..,..,..
"831 Train operators and related workers","40-44 years","women",..,..,..,..,..
"831 Train operators and related workers","45-49 years","men",..,..,..,..,..
"831 Train operators and related workers","45-49 years","women",..,..,..,..,..
"831 Train operators and related workers","50-54 years","men",..,..,..,..,..
"831 Train operators and related workers","50-54 years","women",..,..,..,..,..
"831 Train operators and related workers","55-59 years","men",..,..,..,..,..
"831 Train operators and related workers","55-59 years","women",..,..,..,..,..
"831 Train operators and related workers","60-64 years","men",..,..,..,..,..
"831 Train operators and related workers","60-64 years","women",..,..,..,..,..
"831 Train operators and related workers","65-66 years","men",..,..,..,..,..
"831 Train operators and related workers","65-66 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","18-24 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","18-24 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","25-29 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","25-29 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","30-34 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","30-34 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","35-39 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","35-39 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","40-44 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","40-44 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","45-49 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","45-49 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","50-54 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","50-54 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","55-59 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","55-59 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","60-64 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","60-64 years","women",..,..,..,..,..
"832 Car, van and motorcycle drivers","65-66 years","men",..,..,..,..,..
"832 Car, van and motorcycle drivers","65-66 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","18-24 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","18-24 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","25-29 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","25-29 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","30-34 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","30-34 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","35-39 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","35-39 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","40-44 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","40-44 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","45-49 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","45-49 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","50-54 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","50-54 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","55-59 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","55-59 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","60-64 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","60-64 years","women",..,..,..,..,..
"833 Heavy truck and bus drivers","65-66 years","men",..,..,..,..,..
"833 Heavy truck and bus drivers","65-66 years","women",..,..,..,..,..
"834 Mobile plant operators","18-24 years","men",..,..,..,..,..
"834 Mobile plant operators","18-24 years","women",..,..,..,..,..
"834 Mobile plant operators","25-29 years","men",..,..,..,..,..
"834 Mobile plant operators","25-29 years","women",..,..,..,..,..
"834 Mobile plant operators","30-34 years","men",..,..,..,..,..
"834 Mobile plant operators","30-34 years","women",..,..,..,..,..
"834 Mobile plant operators","35-39 years","men",..,..,..,..,..
