"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE32 Central Norrland","0 all sectors","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","111 Legislators and senior officials","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","111 Legislators and senior officials","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","112 Managing directors and chief executives","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","112 Managing directors and chief executives","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","121 Finance managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","121 Finance managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","122 Human resource managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","122 Human resource managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","123 Administration and planning managers","men",170,170,..,140,..
"SE32 Central Norrland","0 all sectors","123 Administration and planning managers","women",160,160,..,180,160
"SE32 Central Norrland","0 all sectors","124 Information, communication and public relations managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","124 Information, communication and public relations managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","125 Sales and marketing managers","men",..,520,..,..,..
"SE32 Central Norrland","0 all sectors","125 Sales and marketing managers","women",180,160,..,..,..
"SE32 Central Norrland","0 all sectors","129 Administration and service managers not elsewhere classified","men",290,..,..,290,..
"SE32 Central Norrland","0 all sectors","129 Administration and service managers not elsewhere classified","women",..,140,120,120,200
"SE32 Central Norrland","0 all sectors","131 Information and communications technology service managers","men",310,250,140,140,160
"SE32 Central Norrland","0 all sectors","131 Information and communications technology service managers","women",110,110,..,..,..
"SE32 Central Norrland","0 all sectors","132 Supply, logistics and transport managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","132 Supply, logistics and transport managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","133 Research and development managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","133 Research and development managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","134 Architectural and engineering managers","men",210,250,220,240,260
"SE32 Central Norrland","0 all sectors","134 Architectural and engineering managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","135 Real estate and head of administration manager","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","135 Real estate and head of administration manager","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","136 Production managers in construction and mining","men",..,..,..,220,250
"SE32 Central Norrland","0 all sectors","136 Production managers in construction and mining","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","137 Production managers in manufacturing","men",..,350,340,350,350
"SE32 Central Norrland","0 all sectors","137 Production managers in manufacturing","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","141 Primary and secondary schools and adult education managers","men",130,130,130,160,130
"SE32 Central Norrland","0 all sectors","141 Primary and secondary schools and adult education managers","women",200,220,220,240,250
"SE32 Central Norrland","0 all sectors","142 Preschool managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","142 Preschool managers","women",..,110,110,120,..
"SE32 Central Norrland","0 all sectors","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","151 Health care managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","151 Health care managers","women",260,330,280,280,290
"SE32 Central Norrland","0 all sectors","152 Managers in social and curative care","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","152 Managers in social and curative care","women",..,..,120,100,110
"SE32 Central Norrland","0 all sectors","153 Elderly care managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","153 Elderly care managers","women",410,400,400,420,440
"SE32 Central Norrland","0 all sectors","154 Managers and leaders within religious bodies","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","159 Other social services managers","men",330,290,340,350,320
"SE32 Central Norrland","0 all sectors","159 Other social services managers","women",260,270,280,290,300
"SE32 Central Norrland","0 all sectors","161 Financial and insurance managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","161 Financial and insurance managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","171 Hotel and conference managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","171 Hotel and conference managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","172 Restaurant managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","172 Restaurant managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","173 Retail and wholesale trade managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","173 Retail and wholesale trade managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","179 Other services managers not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","179 Other services managers not elsewhere classified","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","211 Physicists and chemists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","211 Physicists and chemists","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","212 Mathematicians, actuaries and statisticians","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","212 Mathematicians, actuaries and statisticians","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",250,230,240,280,280
"SE32 Central Norrland","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",..,..,..,..,110
"SE32 Central Norrland","0 all sectors","214 Engineering professionals","men",1700,1700,1800,2100,2300
"SE32 Central Norrland","0 all sectors","214 Engineering professionals","women",340,370,350,410,440
"SE32 Central Norrland","0 all sectors","216 Architects and surveyors","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","216 Architects and surveyors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","217 Designers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","217 Designers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","218 Specialists within environmental and health protection","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","218 Specialists within environmental and health protection","women",140,..,..,..,..
"SE32 Central Norrland","0 all sectors","221 Medical doctors","men",570,560,560,590,560
"SE32 Central Norrland","0 all sectors","221 Medical doctors","women",510,540,550,560,580
"SE32 Central Norrland","0 all sectors","222 Nursing professionals","men",480,480,480,490,540
"SE32 Central Norrland","0 all sectors","222 Nursing professionals","women",2900,2800,2700,2800,2700
"SE32 Central Norrland","0 all sectors","223 Nursing professionals (cont.)","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","223 Nursing professionals (cont.)","women",610,620,650,670,670
"SE32 Central Norrland","0 all sectors","224 Psychologists and psychotherapists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","224 Psychologists and psychotherapists","women",180,170,180,200,220
"SE32 Central Norrland","0 all sectors","225 Veterinarians","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","225 Veterinarians","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","226 Dentists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","226 Dentists","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men",..,..,..,110,..
"SE32 Central Norrland","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women",570,510,520,520,580
"SE32 Central Norrland","0 all sectors","228 Specialists in health care not elsewhere classified","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","228 Specialists in health care not elsewhere classified","women",160,160,160,190,170
"SE32 Central Norrland","0 all sectors","231 University and higher education teachers","men",340,340,320,330,320
"SE32 Central Norrland","0 all sectors","231 University and higher education teachers","women",300,300,300,310,310
"SE32 Central Norrland","0 all sectors","232 Vocational education teachers","men",240,220,250,280,290
"SE32 Central Norrland","0 all sectors","232 Vocational education teachers","women",130,130,160,..,160
"SE32 Central Norrland","0 all sectors","233 Secondary education teachers","men",400,410,400,420,420
"SE32 Central Norrland","0 all sectors","233 Secondary education teachers","women",550,540,590,570,590
"SE32 Central Norrland","0 all sectors","234 Primary- and pre-school teachers ","men",1100,1200,1300,1300,1600
"SE32 Central Norrland","0 all sectors","234 Primary- and pre-school teachers ","women",5900,5800,6100,6100,6100
"SE32 Central Norrland","0 all sectors","235 Teaching professionals not elsewhere classified","men",450,460,500,520,520
"SE32 Central Norrland","0 all sectors","235 Teaching professionals not elsewhere classified","women",990,990,1000,1100,1100
"SE32 Central Norrland","0 all sectors","241 Accountants, financial analysts and fund managers","men",350,460,..,440,450
"SE32 Central Norrland","0 all sectors","241 Accountants, financial analysts and fund managers","women",550,590,590,840,680
"SE32 Central Norrland","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men",920,980,1000,1100,1300
"SE32 Central Norrland","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women",1900,2400,2400,2300,2300
"SE32 Central Norrland","0 all sectors","243 Marketing and public relations professionals","men",..,..,120,..,..
"SE32 Central Norrland","0 all sectors","243 Marketing and public relations professionals","women",290,350,310,..,380
"SE32 Central Norrland","0 all sectors","251 ICT architects, systems analysts and test managers","men",1700,1900,2100,2000,2200
"SE32 Central Norrland","0 all sectors","251 ICT architects, systems analysts and test managers","women",650,610,670,660,740
"SE32 Central Norrland","0 all sectors","261 Legal professionals","men",140,130,140,..,130
"SE32 Central Norrland","0 all sectors","261 Legal professionals","women",230,..,230,..,..
"SE32 Central Norrland","0 all sectors","262 Museum curators and librarians and related professionals","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","262 Museum curators and librarians and related professionals","women",220,210,220,240,250
"SE32 Central Norrland","0 all sectors","264 Authors, journalists and linguists","men",130,..,260,290,..
"SE32 Central Norrland","0 all sectors","264 Authors, journalists and linguists","women",110,..,280,360,440
"SE32 Central Norrland","0 all sectors","265 Creative and performing artists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","265 Creative and performing artists","women",110,120,120,..,..
"SE32 Central Norrland","0 all sectors","266 Social work and counselling professionals","men",..,170,180,230,290
"SE32 Central Norrland","0 all sectors","266 Social work and counselling professionals","women",1100,1100,1200,1300,1500
"SE32 Central Norrland","0 all sectors","267 Religious professionals and deacons","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","267 Religious professionals and deacons","women",110,110,110,..,..
"SE32 Central Norrland","0 all sectors","311 Physical and engineering science technicians","men",2800,..,2400,3000,2800
"SE32 Central Norrland","0 all sectors","311 Physical and engineering science technicians","women",510,560,450,510,770
"SE32 Central Norrland","0 all sectors","312 Construction and manufacturing supervisors","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","312 Construction and manufacturing supervisors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","315 Ship and aircraft controllers and technicians","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","315 Ship and aircraft controllers and technicians","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","321 Medical and pharmaceutical technicians","men",200,200,200,220,230
"SE32 Central Norrland","0 all sectors","321 Medical and pharmaceutical technicians","women",470,430,440,400,430
"SE32 Central Norrland","0 all sectors","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","324 Veterinary assistants","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","324 Veterinary assistants","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","325 Dental hygienists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","325 Dental hygienists","women",100,..,..,..,100
"SE32 Central Norrland","0 all sectors","331 Financial and accounting associate professionals","men",600,640,..,680,650
"SE32 Central Norrland","0 all sectors","331 Financial and accounting associate professionals","women",1400,..,1400,1700,1500
"SE32 Central Norrland","0 all sectors","332 Insurance advisers, sales and purchasing agents","men",1900,2300,2400,2700,2500
"SE32 Central Norrland","0 all sectors","332 Insurance advisers, sales and purchasing agents","women",1000,..,..,1300,1400
"SE32 Central Norrland","0 all sectors","333 Business services agents","men",..,..,590,590,..
"SE32 Central Norrland","0 all sectors","333 Business services agents","women",580,570,690,670,470
"SE32 Central Norrland","0 all sectors","334 Administrative and specialized secretaries","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","334 Administrative and specialized secretaries","women",160,170,190,210,390
"SE32 Central Norrland","0 all sectors","335 Tax and related government associate professionals","men",560,750,620,670,650
"SE32 Central Norrland","0 all sectors","335 Tax and related government associate professionals","women",1100,1300,1200,1200,1200
"SE32 Central Norrland","0 all sectors","336 Police officers ","men",320,360,330,330,340
"SE32 Central Norrland","0 all sectors","336 Police officers ","women",160,170,160,170,190
"SE32 Central Norrland","0 all sectors","341 Social work and religious associate professionals","men",..,..,470,310,..
"SE32 Central Norrland","0 all sectors","341 Social work and religious associate professionals","women",340,..,530,..,..
"SE32 Central Norrland","0 all sectors","342 Athletes, fitness instructors and recreational workers","men",..,200,..,..,260
"SE32 Central Norrland","0 all sectors","342 Athletes, fitness instructors and recreational workers","women",..,350,400,..,..
"SE32 Central Norrland","0 all sectors","343 Photographers, interior decorators and entertainers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","343 Photographers, interior decorators and entertainers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","344 Driving instructors and other instructors","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","344 Driving instructors and other instructors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","345 Culinary associate professionals","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","345 Culinary associate professionals","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","351 ICT operations and user support technicians","men",890,1200,990,980,930
"SE32 Central Norrland","0 all sectors","351 ICT operations and user support technicians","women",230,220,180,150,150
"SE32 Central Norrland","0 all sectors","352 Broadcasting and audio-visual technicians","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","352 Broadcasting and audio-visual technicians","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","411 Office assistants and other secretaries","men",..,..,810,700,890
"SE32 Central Norrland","0 all sectors","411 Office assistants and other secretaries","women",4300,4300,4800,5100,4700
"SE32 Central Norrland","0 all sectors","421 Croupiers, debt collectors and related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","421 Croupiers, debt collectors and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","422 Client information clerks","men",760,920,1100,1000,1200
"SE32 Central Norrland","0 all sectors","422 Client information clerks","women",1200,1400,1700,1600,2400
"SE32 Central Norrland","0 all sectors","432 Stores and transport clerks","men",..,1000,..,..,..
"SE32 Central Norrland","0 all sectors","432 Stores and transport clerks","women",230,..,..,..,..
"SE32 Central Norrland","0 all sectors","441 Library and filing clerks","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","441 Library and filing clerks","women",190,190,120,150,160
"SE32 Central Norrland","0 all sectors","442 Postmen and postal facility workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","442 Postmen and postal facility workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","443 Elected representatives","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","443 Elected representatives","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","511 Cabin crew, guides and related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","511 Cabin crew, guides and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","512 Cooks and cold-buffet managers","men",..,210,..,..,..
"SE32 Central Norrland","0 all sectors","512 Cooks and cold-buffet managers","women",850,800,..,..,..
"SE32 Central Norrland","0 all sectors","513 Waiters and bartenders","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","513 Waiters and bartenders","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","514 Hairdressers, beauty and body therapists","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","515 Building caretakers and related workers","men",..,1100,1100,1200,950
"SE32 Central Norrland","0 all sectors","515 Building caretakers and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","516 Other service related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","516 Other service related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","522 Shop staff","men",..,..,..,..,1700
"SE32 Central Norrland","0 all sectors","522 Shop staff","women",..,..,..,..,3000
"SE32 Central Norrland","0 all sectors","523 Cashiers and related clerks","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","523 Cashiers and related clerks","women",..,..,..,180,..
"SE32 Central Norrland","0 all sectors","524 Event seller and telemarketers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","524 Event seller and telemarketers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","531 Child care workers and teachers aides","men",520,610,690,710,730
"SE32 Central Norrland","0 all sectors","531 Child care workers and teachers aides","women",2800,2800,3000,3100,4300
"SE32 Central Norrland","0 all sectors","532 Personal care workers in health services","men",720,720,760,790,770
"SE32 Central Norrland","0 all sectors","532 Personal care workers in health services","women",7300,7300,7500,7300,7000
"SE32 Central Norrland","0 all sectors","533 Health care assistants","men",730,850,980,1100,1200
"SE32 Central Norrland","0 all sectors","533 Health care assistants","women",3500,3400,3200,3100,2900
"SE32 Central Norrland","0 all sectors","534 Attendants, personal assistants and related workers","men",1700,2200,2300,2200,2600
"SE32 Central Norrland","0 all sectors","534 Attendants, personal assistants and related workers","women",4000,4900,5200,4900,4500
"SE32 Central Norrland","0 all sectors","535 Dental nurses","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","535 Dental nurses","women",..,..,..,..,320
"SE32 Central Norrland","0 all sectors","541 Other surveillance and security workers","men",650,700,870,720,690
"SE32 Central Norrland","0 all sectors","541 Other surveillance and security workers","women",310,340,320,320,280
"SE32 Central Norrland","0 all sectors","611 Market gardeners and crop growers","men",140,170,170,..,..
"SE32 Central Norrland","0 all sectors","611 Market gardeners and crop growers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","612 Animal breeders and keepers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","612 Animal breeders and keepers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","613 Mixed crop and animal breeders","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","613 Mixed crop and animal breeders","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","621 Forestry and related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","621 Forestry and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","622 Aquaculture and fishery workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","622 Aquaculture and fishery workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","711 Carpenters, bricklayers and construction workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","711 Carpenters, bricklayers and construction workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","723 Machinery mechanics and fitters","men",1900,2000,..,..,..
"SE32 Central Norrland","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","731 Precision-instrument makers and handicraft workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","731 Precision-instrument makers and handicraft workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","732 Printing trades workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","732 Printing trades workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","741 Electrical equipment installers and repairers","men",670,..,..,..,..
"SE32 Central Norrland","0 all sectors","741 Electrical equipment installers and repairers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","742 Electronics and telecommunications installers and repairers","men",130,160,..,200,..
"SE32 Central Norrland","0 all sectors","742 Electronics and telecommunications installers and repairers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","753 Tailors, upholsterers and leather craftsmen","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","761 Butchers, bakers and food processors","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","761 Butchers, bakers and food processors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","811 Mining and mineral processing plant operators","men",510,580,850,..,690
"SE32 Central Norrland","0 all sectors","811 Mining and mineral processing plant operators","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","812 Metal processing and finishing plant operators","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","812 Metal processing and finishing plant operators","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","814 Machine operators, rubber, plastic and paper products","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","815 Machine operators, textile, fur and leather products","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","815 Machine operators, textile, fur and leather products","women",120,110,110,110,..
"SE32 Central Norrland","0 all sectors","816 Machine operators, food and related products","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","816 Machine operators, food and related products","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","817 Wood processing and papermaking plant operators","men",1700,1700,1300,1400,1900
"SE32 Central Norrland","0 all sectors","817 Wood processing and papermaking plant operators","women",150,160,140,140,220
"SE32 Central Norrland","0 all sectors","818 Other stationary plant and machine operators","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","818 Other stationary plant and machine operators","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","819 Process control technicians","men",960,1100,780,960,1200
"SE32 Central Norrland","0 all sectors","819 Process control technicians","women",120,130,..,120,170
"SE32 Central Norrland","0 all sectors","821 Assemblers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","821 Assemblers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","831 Train operators and related workers","men",170,160,170,160,190
"SE32 Central Norrland","0 all sectors","831 Train operators and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","832 Car, van and motorcycle drivers","men",..,..,..,..,150
"SE32 Central Norrland","0 all sectors","832 Car, van and motorcycle drivers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","833 Heavy truck and bus drivers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","833 Heavy truck and bus drivers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","834 Mobile plant operators","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","834 Mobile plant operators","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","835 Ships deck crews and related workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","835 Ships deck crews and related workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","911 Cleaners and helpers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","911 Cleaners and helpers","women",2100,2100,1600,1700,2100
"SE32 Central Norrland","0 all sectors","912 Washers, window cleaners and other cleaning workers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","912 Washers, window cleaners and other cleaning workers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","921 Berry pickers and planters","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","921 Berry pickers and planters","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","931 Construction labourers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","931 Construction labourers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","932 Manufacturing labourers","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","932 Manufacturing labourers","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","933 Dockers and ground personnel","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","933 Dockers and ground personnel","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","941 Fast-food workers, food preparation assistants","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","941 Fast-food workers, food preparation assistants","women",1300,..,..,..,..
"SE32 Central Norrland","0 all sectors","952 Street and market vendors","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","952 Street and market vendors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","961 Recycling collectors","men",..,..,..,..,150
"SE32 Central Norrland","0 all sectors","961 Recycling collectors","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","962 Newspaper distributors, janitors and other service workers","men",1100,900,910,1100,..
"SE32 Central Norrland","0 all sectors","962 Newspaper distributors, janitors and other service workers","women",600,600,570,560,560
"SE32 Central Norrland","0 all sectors","0001 Other professions","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","0001 Other professions","women",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","0002 occupations unidentifiable","men",..,..,..,..,..
"SE32 Central Norrland","0 all sectors","0002 occupations unidentifiable","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","011 Commissioned armed forces officers","men",..,160,..,..,..
"SE33 Upper Norrland","0 all sectors","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","021 Non-commissioned armed forces officers","men",250,..,..,..,..
"SE33 Upper Norrland","0 all sectors","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","031 Armed forces occupations, other ranks","men",580,510,..,..,..
"SE33 Upper Norrland","0 all sectors","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","111 Legislators and senior officials","men",140,..,..,..,..
"SE33 Upper Norrland","0 all sectors","111 Legislators and senior officials","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","112 Managing directors and chief executives","men",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","112 Managing directors and chief executives","women",..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","121 Finance managers","men",..,..,..,..,..
